time,Episodes,Reward
1653668637.0560126,4,3.193444013595581
1653668658.4183228,18,4.407309532165527
1653668692.4613817,40,4.753768444061279
1653668703.9730165,47,4.469545841217041
1653668705.170034,48,4.49271297454834
1653668727.4508724,62,4.979724884033203
1653668729.26635,63,4.929276466369629
1653668741.6167343,71,4.839585781097412
1653668752.416989,77,4.7811279296875
1653668760.6508143,82,4.858379364013672
1653668771.5642796,89,4.722419738769531
1653668787.4467046,99,4.78366756439209
1653668793.4251401,103,4.901047706604004
1653668800.29575,107,4.826918601989746
1653668821.7569022,121,4.744536876678467
1653668834.082127,128,4.854864120483398
1653668837.3029304,130,4.897663116455078
1653668879.4497044,157,5.168097496032715
1653668884.1092842,160,5.191712379455566
1653668887.1613872,162,5.353038787841797
1653668890.2467084,164,5.4005560874938965
1653668902.2622514,172,5.466870307922363
1653668931.0011175,191,5.9644341468811035
1653668948.059663,203,6.094266414642334
1653668950.8909652,205,6.1979241371154785
1653668986.311913,229,6.177737712860107
1653669009.58813,244,6.0979743003845215
1653669011.4299355,245,6.156935214996338
1653669034.262881,259,5.946156978607178
1653669053.0024483,271,5.799924850463867
1653669058.0874848,274,5.706296443939209
1653669070.115578,282,5.465137481689453
1653669075.1816573,285,5.513270854949951
1653669091.1405747,295,5.422750949859619
1653669124.3314397,316,5.5504984855651855
1653669129.4551964,319,5.500881195068359
1653669134.1565242,322,5.4743971824646
1653669172.1429965,346,5.698481559753418
1653669191.519251,358,5.698435306549072
1653669200.582563,364,5.705035209655762
1653669203.6369019,366,5.676509857177734
1653669222.6221957,378,5.467759132385254
1653669234.5672917,386,5.606450080871582
1653669240.5048733,390,5.6580352783203125
1653669259.196773,402,5.303527355194092
1653669262.101298,404,5.276719570159912
1653669278.6743133,415,5.30198860168457
1653669289.6069908,422,5.2850213050842285
1653669309.781138,436,5.064678192138672
1653669311.5658822,437,5.089084148406982
1653669314.4831903,439,5.153840065002441
1653669324.9419851,446,5.1647796630859375
1653669347.5924067,461,5.327328681945801
1653669353.9957037,465,5.374975204467773
1653669369.6070125,475,5.481882095336914
1653669377.283791,480,5.579610824584961
1653669378.3531463,481,5.590940952301025
1653669387.202297,487,5.668210506439209
1653669422.0198944,510,5.5793328285217285
1653669424.8628726,512,5.541303634643555
1653669427.1792068,513,5.511183261871338
1653669428.738208,514,5.5398783683776855
1653669433.6753328,517,5.521440029144287
1653669457.9527416,533,5.938617706298828
1653669461.9750469,536,6.039076805114746
1653669464.8984814,538,6.031688690185547
1653669467.8829322,540,5.9839630126953125
1653669486.3193564,552,6.105266094207764
1653669492.3612685,556,5.854950904846191
1653669501.2145064,562,5.880876064300537
1653669510.7040029,568,5.993161201477051
1653669543.800519,590,6.45482873916626
1653669549.712324,594,6.524157524108887
1653669552.6437426,596,6.541680335998535
1653669593.5414085,623,7.207592964172363
1653669600.4797215,628,7.163337707519531
1653669602.2770998,629,7.1905059814453125
1653669614.065184,637,6.984522819519043
1653669623.6309283,643,6.877922534942627
1653669624.775055,644,6.83662223815918
1653669646.210227,658,7.103657245635986
1653669660.00001,667,7.19621467590332
1653669671.8402321,675,7.0182881355285645
1653669702.0317223,694,7.016257286071777
1653669743.8882256,721,7.233120918273926
1653669750.6429975,725,7.184128761291504
1653669759.6378257,731,7.192085266113281
1653669779.7670264,744,7.303020000457764
1653669810.9227664,764,7.534900188446045
1653669827.8747988,775,7.361809730529785
1653669829.0289984,776,7.2945661544799805
1653669838.8819017,782,7.21567964553833
1653669847.9313204,788,7.274115085601807
1653669873.039265,804,7.346217632293701
1653669874.161155,805,7.403400421142578
1653669877.2481732,807,7.307721138000488
1653669896.3318126,819,7.02009391784668
1653669916.5604422,832,7.026776313781738
1653669957.4269214,857,7.009696006774902
1653669971.8193107,866,6.7259368896484375
1653669979.132117,871,6.830540180206299
1653670004.8578372,886,6.884336471557617
1653670023.1758668,897,6.815710544586182
1653670030.9205854,901,6.88560676574707
1653670078.1823394,930,6.9791083335876465
1653670098.1529875,942,7.088388442993164
1653670109.9713132,949,7.215694904327393
1653670188.173164,999,7.653347492218018
