Wall_time,Episodes,Unit moves
1653602395.656019,0,0.0
1653602397.4757798,1,1.7777777910232544
1653602398.556224,2,1.7171716690063477
1653602400.3705652,3,1.9494949579238892
1653602401.4644165,4,1.878787875175476
1653602403.192502,5,1.8585858345031738
1653602404.2396214,6,1.8585858345031738
1653602406.0139868,7,1.9696969985961914
1653602407.1047976,8,1.878787875175476
1653602408.821925,9,1.929292917251587
1653602410.6482942,10,1.7575757503509521
1653602411.771205,11,1.8181818723678589
1653602413.5804582,12,1.7474747896194458
1653602414.6844356,13,1.7878787517547607
1653602416.438792,14,1.9393939971923828
1653602417.5095968,15,1.878787875175476
1653602419.283401,16,1.929292917251587
1653602420.3291872,17,1.7979798316955566
1653602422.1213171,18,1.878787875175476
1653602423.1980438,19,1.7777777910232544
1653602424.9363317,20,1.8282828330993652
1653602426.7184527,21,2.0202019214630127
1653602427.837055,22,2.0
1653602429.6104605,23,1.8888888359069824
1653602430.7926767,24,1.9595959186553955
1653602432.6536334,25,2.0404040813446045
1653602433.8565278,26,1.9595959186553955
1653602435.6505919,27,1.929292917251587
1653602436.7396214,28,1.8484848737716675
1653602438.5312033,29,1.8484848737716675
1653602439.5742838,30,1.9090908765792847
1653602441.3732803,31,1.9191919565200806
1653602443.1894875,32,1.8686869144439697
1653602444.2601175,33,1.8989899158477783
1653602446.0466812,34,2.010101079940796
1653602447.1293244,35,1.9090908765792847
1653602448.9045298,36,1.7272727489471436
1653602450.0119526,37,1.7272727489471436
1653602452.0684257,38,1.7676767110824585
1653602453.1778333,39,1.8383837938308716
1653602455.566115,40,1.7777777910232544
1653602456.8802128,41,1.5959595441818237
1653602458.959987,42,1.575757622718811
1653602461.1969163,43,1.6565656661987305
1653602462.2713592,44,1.7676767110824585
1653602464.153932,45,1.808080792427063
1653602465.3804452,46,1.7878787517547607
1653602467.20525,47,1.73737370967865
1653602468.3080812,48,1.6262626647949219
1653602470.1110568,49,1.73737370967865
1653602471.1973107,50,1.4343434572219849
1653602473.0051181,51,1.424242377281189
1653602474.105594,52,1.3434343338012695
1653602476.003501,53,1.4646464586257935
1653602477.8414686,54,1.5555555820465088
1653602478.9135385,55,1.4343434572219849
1653602480.70091,56,1.7070707082748413
1653602481.7770634,57,1.9595959186553955
1653602483.5989614,58,2.010101079940796
1653602484.7271192,59,1.9393939971923828
1653602486.5507102,60,2.080808162689209
1653602487.62175,61,2.2121212482452393
1653602489.4420187,62,2.1212120056152344
1653602491.2522602,63,2.141414165496826
1653602492.343122,64,2.2020201683044434
1653602494.1685627,65,1.73737370967865
1653602495.2958431,66,1.9494949579238892
1653602497.150058,67,1.9595959186553955
1653602498.273963,68,1.878787875175476
1653602500.0640817,69,1.7171716690063477
1653602501.231551,70,1.6464647054672241
1653602503.116553,71,1.7575757503509521
1653602504.310659,72,1.7070707082748413
1653602506.116895,73,1.696969747543335
1653602507.957123,74,1.6565656661987305
1653602509.0457244,75,1.6767677068710327
1653602510.801072,76,1.4444444179534912
1653602511.8664865,77,1.3232322931289673
1653602513.6471584,78,1.5151515007019043
1653602514.7652326,79,1.3434343338012695
1653602516.6363525,80,1.494949460029602
1653602517.815846,81,1.454545497894287
1653602519.6035664,82,1.3939393758773804
1653602520.654342,83,1.383838415145874
