time,Episodes,Villages taken
1653877570.574233,4034,3.0
1653877580.7230444,4040,4.0
1653877593.0601819,4047,4.0
1653877656.8758695,4084,5.0
1653877700.4381065,4109,4.0
1653877710.539882,4115,4.0
1653877721.5026793,4121,4.0
1653877726.1586397,4124,5.0
1653877764.1342988,4146,3.0
1653877781.87509,4156,3.0
1653877825.687445,4181,3.0
1653877844.838739,4192,4.0
1653877870.7628117,4207,5.0
1653877894.7261558,4221,4.0
1653877905.7204955,4227,4.0
1653877939.5363326,4246,4.0
1653877945.053387,4249,4.0
1653877949.8172886,4252,3.0
1653877958.7433147,4257,5.0
1653878000.531885,4281,4.0
1653878065.374764,4318,6.0
1653878074.3810825,4323,3.0
1653878083.5288334,4328,3.0
1653878093.807701,4334,4.0
1653878167.5036614,4376,5.0
1653878173.0781748,4379,5.0
1653878201.2885997,4395,3.0
1653878215.0227973,4403,4.0
1653878221.848611,4407,5.0
1653878247.836312,4422,4.0
1653878251.3658617,4424,4.0
1653878270.675473,4435,4.0
1653878285.3816013,4443,5.0
1653878304.8171291,4454,5.0
1653878325.5033221,4466,4.0
1653878366.5461679,4489,4.0
1653878376.9684362,4495,4.0
1653878430.5330193,4525,3.0
1653878447.7956262,4535,5.0
1653878454.6740491,4539,5.0
1653878499.2164402,4564,4.0
1653878506.0440676,4568,4.0
1653878516.3863673,4574,5.0
1653878531.019024,4582,5.0
1653878573.4549632,4606,5.0
1653878579.0086093,4609,5.0
1653878583.865568,4612,5.0
1653878649.582174,4649,3.0
1653878658.7403383,4654,4.0
1653878665.6795008,4658,5.0
1653878667.893422,4659,5.0
1653878673.5781736,4662,4.0
1653878682.1113625,4667,5.0
1653878701.7183936,4678,3.0
1653878716.5693636,4686,3.0
1653878723.563002,4690,3.0
1653878727.1594555,4692,3.0
1653878737.6499436,4698,3.0
1653878752.736711,4706,3.0
1653878754.0481076,4707,3.0
1653878764.5351255,4713,6.0
1653878770.1573517,4716,4.0
1653878795.3574057,4730,3.0
1653878807.9619691,4737,4.0
1653878847.106253,4759,6.0
1653878858.6705868,4766,3.0
1653878869.9841335,4772,3.0
1653878877.0905926,4776,3.0
1653878878.404589,4777,3.0
1653878926.9663558,4804,6.0
1653878932.6018813,4807,3.0
1653878938.19354,4810,4.0
1653878945.1234338,4814,4.0
1653878972.9780796,4830,3.0
1653878977.3650537,4832,3.0
1653878980.823888,4834,3.0
1653878982.1287642,4835,4.0
1653878984.3882713,4836,3.0
1653878998.3657112,4844,3.0
1653879066.3091516,4882,5.0
1653879089.32169,4895,7.0
1653879115.9155445,4910,4.0
1653879150.2025142,4929,3.0
1653879157.1304111,4933,4.0
1653879169.729223,4940,2.0
1653879176.6448011,4944,4.0
1653879185.8453593,4949,3.0
1653879240.044399,4980,4.0
1653879258.2512095,4990,5.0
1653879260.3844912,4991,5.0
1653879316.7275965,5023,5.0
1653879359.8054714,5047,5.0
1653879385.0002382,5061,5.0
1653879394.0250742,5066,4.0
1653879417.0732877,5079,5.0
1653879418.4059174,5080,3.0
1653879433.142036,5088,4.0
1653879436.6210048,5090,5.0
1653879444.896246,5095,3.0
1653879511.6555033,5132,4.0
1653879518.5977843,5136,4.0
1653879525.635949,5140,4.0
1653879545.3813167,5151,4.0
1653879547.5026972,5152,5.0
1653879551.0089524,5154,5.0
1653879552.3002844,5155,3.0
1653879610.0470731,5187,3.0
1653879629.8800085,5198,3.0
1653879633.3878486,5200,5.0
1653879642.5453644,5205,4.0
1653879646.0231657,5207,3.0
1653879654.5096996,5212,5.0
1653879665.9144547,5218,4.0
1653879677.823555,5225,5.0
1653879701.9515855,5238,5.0
1653879728.835664,5253,4.0
1653879738.1453836,5258,3.0
1653879745.144459,5262,3.0
1653879750.0283558,5265,5.0
1653879788.507362,5286,4.0
1653879804.782755,5295,4.0
1653879845.9087436,5318,5.0
1653879848.1445568,5319,6.0
1653879853.9431157,5322,4.0
1653879857.4517949,5324,3.0
1653879864.510754,5328,4.0
1653879875.1383762,5334,4.0
1653879925.9083693,5362,3.0
1653879941.046384,5370,3.0
1653879982.8203413,5393,4.0
1653879999.339464,5402,5.0
1653880001.5768757,5403,4.0
1653880026.4386952,5417,5.0
1653880039.3873796,5424,5.0
1653880078.2146928,5445,3.0
1653880091.2182753,5452,4.0
1653880094.7631552,5454,4.0
1653880099.6739025,5457,4.0
1653880103.197324,5459,4.0
1653880185.916304,5504,4.0
1653880195.3685308,5509,5.0
1653880196.6911876,5510,3.0
1653880209.6409206,5517,4.0
1653880216.8635774,5521,4.0
1653880220.4609444,5523,4.0
1653880260.8825386,5545,4.0
1653880302.4739773,5567,6.0
1653880370.6741998,5604,4.0
1653880442.6745734,5643,4.0
1653880461.6132224,5653,5.0
1653880486.8692038,5667,4.0
1653880524.1994743,5687,5.0
1653880591.119255,5723,6.0
1653880604.2909675,5730,4.0
1653880622.6936197,5740,4.0
1653880645.2957723,5752,4.0
1653880650.3021026,5755,4.0
1653880653.9449313,5757,5.0
1653880656.238532,5758,6.0
1653880682.747616,5772,6.0
1653880699.4610088,5781,5.0
1653880713.9555418,5789,4.0
1653880793.0811594,5832,5.0
1653880856.3585482,5866,5.0
1653880880.1131806,5879,6.0
1653880882.4063442,5880,4.0
1653880886.0017622,5882,5.0
1653881007.4772575,5948,5.0
1653881016.9371572,5953,6.0
1653881021.846397,5956,5.0
1653881037.2417595,5964,5.0
1653881068.282944,5981,5.0
1653881085.0056381,5990,4.0
1653881098.0882077,5997,5.0
1653881108.8407073,6003,6.0
1653881119.5739574,6009,5.0
1653881121.8404367,6010,7.0
1653881186.3317184,6045,5.0
1653881200.6728816,6053,4.0
1653881243.3995411,6076,4.0
1653881246.958989,6078,4.0
1653881249.1971815,6079,4.0
1653881300.404939,6107,6.0
1653881307.5600696,6111,6.0
1653881311.1053061,6113,5.0
1653881348.675962,6133,6.0
1653881358.022123,6138,5.0
1653881361.6156576,6140,5.0
1653881365.232178,6142,6.0
1653881412.6413386,6168,5.0
1653881480.5180583,6205,4.0
1653881492.1552086,6211,3.0
1653881510.109534,6221,4.0
1653881517.331511,6225,3.0
1653881525.4436655,6229,4.0
1653881537.607905,6236,4.0
1653881550.712352,6243,4.0
1653881566.0122728,6251,4.0
1653881617.5306547,6279,4.0
1653881621.2121804,6281,4.0
1653881634.363998,6288,4.0
1653881648.8585591,6296,4.0
1653881651.1137872,6297,4.0
1653881656.1185021,6300,5.0
1653881682.3339343,6314,5.0
1653881708.5739565,6328,4.0
1653881715.7472744,6332,5.0
1653881719.3824904,6334,5.0
1653881743.3073256,6347,4.0
1653881763.6319833,6358,5.0
1653881765.9037545,6359,5.0
1653881774.4679022,6364,5.0
1653881778.183895,6366,5.0
1653881784.0933146,6369,5.0
1653881852.509312,6406,5.0
1653881885.9650624,6424,4.0
1653881921.9878,6443,5.0
1653881932.8097928,6449,5.0
1653881950.8486545,6459,4.0
1653881976.9968626,6473,4.0
1653882010.5211928,6491,6.0
1653882015.4529147,6494,5.0
1653882017.7404084,6495,4.0
1653882078.8833299,6528,5.0
1653882084.7325563,6531,4.0
1653882101.5079324,6540,4.0
1653882112.2568002,6546,4.0
1653882121.7518432,6551,4.0
1653882123.1060665,6552,4.0
1653882145.6476383,6564,5.0
1653882154.2246516,6569,4.0
1653882183.8724728,6585,4.0
1653882193.2526646,6590,4.0
1653882202.6400487,6595,5.0
1653882209.8085175,6599,4.0
1653882239.4814372,6615,4.0
1653882264.8315697,6629,4.0
1653882301.564149,6649,5.0
1653882323.9204395,6661,5.0
1653882345.3712192,6673,5.0
1653882409.2607443,6708,6.0
1653882422.1759732,6715,4.0
1653882431.5945044,6720,4.0
1653882435.1653473,6722,5.0
1653882438.7210312,6724,4.0
1653882450.3189175,6730,4.0
1653882457.415517,6734,4.0
1653882485.97499,6750,5.0
1653882506.1343477,6761,7.0
1653882510.6425745,6763,5.0
1653882534.3188741,6776,5.0
1653882550.77816,6785,7.0
1653882581.8338032,6802,5.0
1653882616.0855484,6821,5.0
1653882634.8440063,6831,4.0
1653882645.4926999,6837,4.0
1653882654.757028,6842,4.0
1653882658.3477454,6844,5.0
1653882669.053293,6850,4.0
1653882685.6143794,6859,5.0
1653882715.1116674,6875,6.0
1653882786.5454664,6914,5.0
1653882790.1529164,6916,4.0
1653882796.0134692,6919,5.0
1653882816.1766095,6930,6.0
1653882829.0906968,6937,6.0
1653882869.365237,6959,4.0
1653882898.9874473,6975,4.0
1653882927.6023104,6991,5.0
1653882937.1054106,6996,3.0
1653882940.6381104,6998,5.0
1653882946.446895,7001,5.0
1653882966.6926963,7012,5.0
1653882977.4202025,7018,4.0
1653882995.3958066,7028,5.0
1653882997.6603916,7029,5.0
1653883024.8737805,7044,4.0
1653883041.3679454,7053,4.0
1653883043.639731,7054,4.0
1653883104.2148542,7087,5.0
1653883145.98592,7110,5.0
1653883159.015067,7117,4.0
1653883164.9024403,7120,5.0
1653883175.7208426,7126,4.0
1653883245.9433374,7164,4.0
1653883269.6326778,7177,4.0
1653883271.876157,7178,5.0
1653883275.4572637,7180,5.0
1653883286.2365,7186,5.0
1653883292.0315447,7189,4.0
1653883324.4715884,7207,4.0
1653883357.6748006,7225,5.0
1653883401.6611013,7249,4.0
1653883409.8103244,7253,4.0
1653883431.3793662,7265,4.0
1653883448.023392,7274,4.0
1653883482.7841487,7293,5.0
1653883499.4287612,7302,4.0
1653883511.1725204,7308,4.0
1653883559.2017472,7334,4.0
1653883566.4756687,7338,4.0
1653883570.0715666,7340,4.0
1653883594.0449142,7353,4.0
1653883603.5465305,7358,5.0
1653883613.0328546,7363,4.0
1653883620.262112,7367,6.0
1653883638.3332782,7377,5.0
1653883653.8425791,7385,5.0
1653883712.6471457,7417,4.0
1653883725.8874652,7424,4.0
1653883746.6077914,7435,4.0
1653883748.9146757,7436,4.0
1653883753.9781313,7439,4.0
1653883759.8303056,7442,4.0
1653883793.5042005,7460,4.0
1653883800.794359,7464,3.0
1653883808.1343436,7468,5.0
1653883811.767476,7470,5.0
1653883834.5150943,7482,5.0
1653883879.41525,7506,5.0
1653883901.506222,7518,5.0
1653883917.0475547,7526,5.0
1653883928.0545433,7532,5.0
1653883948.5966146,7543,5.0
1653883964.0412855,7551,5.0
1653883967.61685,7553,5.0
1653883978.4348044,7559,5.0
1653883989.3892632,7565,4.0
1653884012.0800483,7577,5.0
1653884041.381363,7593,5.0
1653884054.6343606,7600,6.0
1653884058.308682,7602,5.0
1653884061.9816432,7604,6.0
1653884067.9156609,7607,5.0
1653884125.8250375,7638,4.0
1653884128.1104958,7639,4.0
1653884136.7431161,7644,4.0
1653884163.1353655,7658,5.0
1653884166.793817,7660,4.0
1653884169.1177597,7661,4.0
1653884213.951054,7685,4.0
1653884280.947327,7721,4.0
1653884292.8995202,7727,4.0
1653884294.276845,7728,6.0
1653884297.94607,7730,4.0
1653884347.4969876,7756,4.0
1653884348.8968546,7757,5.0
1653884354.8773923,7760,5.0
1653884356.2341917,7761,5.0
1653884418.3687792,7794,4.0
1653884420.7016802,7795,4.0
1653884447.4306915,7809,6.0
1653884469.53985,7821,5.0
1653884501.2168362,7838,6.0
1653884509.5712712,7842,6.0
1653884524.5325432,7850,6.0
1653884534.220523,7855,6.0
1653884535.6003957,7856,6.0
1653884547.657558,7862,6.0
1653884585.4242113,7882,5.0
1653884609.7730176,7895,5.0
1653884620.8325675,7901,5.0
1653884649.0405653,7916,6.0
1653884651.372077,7917,7.0
1653884668.5219638,7926,6.0
1653884672.1643033,7928,5.0
1653884673.526013,7929,5.0
1653884687.7207127,7936,6.0
1653884782.3732915,7986,5.0
1653884858.347891,8026,5.0
1653884864.412412,8029,5.0
1653884865.772471,8030,5.0
1653884870.517764,8032,4.0
1653884896.3956964,8046,5.0
1653884912.067279,8054,5.0
1653884932.7073495,8065,5.0
1653884954.6362212,8077,5.0
1653884956.9330707,8078,4.0
1653884970.157391,8085,5.0
1653884990.9372838,8096,4.0
1653885039.5349689,8122,5.0
1653885054.0759711,8130,6.0
1653885076.9895859,8142,5.0
1653885080.6301203,8144,5.0
1653885090.2994242,8149,5.0
1653885116.2533147,8163,4.0
1653885118.557134,8164,4.0
1653885122.2246394,8166,4.0
1653885157.5188882,8185,5.0
1653885170.9616199,8192,3.0
1653885185.6015813,8200,5.0
1653885187.944649,8201,5.0
1653885216.19447,8216,5.0
1653885218.45688,8217,5.0
1653885240.5816352,8229,5.0
1653885242.944073,8230,5.0
1653885290.3841298,8255,5.0
1653885332.0269961,8277,4.0
1653885343.0998504,8283,3.0
1653885348.119258,8286,5.0
1653885350.4689848,8287,6.0
1653885357.8426592,8291,5.0
1653885367.5022428,8296,5.0
1653885377.2838614,8301,5.0
1653885467.9492757,8349,5.0
1653885473.941629,8352,5.0
1653885494.9770203,8363,5.0
1653885500.0457892,8366,5.0
1653885511.1186,8372,5.0
1653885520.8467228,8377,5.0
1653885536.3490894,8385,6.0
1653885558.474426,8397,4.0
1653885585.4438968,8411,4.0
1653885595.1711457,8416,6.0
1653885632.157114,8436,4.0
1653885669.92393,8456,4.0
1653885672.223792,8457,4.0
1653885679.5910316,8461,4.0
1653885736.6627176,8491,4.0
1653885760.901347,8504,4.0
1653885792.5087633,8521,4.0
1653885809.4199588,8530,5.0
1653885826.5091717,8539,4.0
1653885843.5038834,8548,3.0
1653885854.3936493,8554,5.0
1653885856.749454,8555,4.0
1653885871.3428314,8563,6.0
1653885942.6763914,8601,4.0
1653885951.3593218,8606,5.0
1653885974.2055387,8618,5.0
1653885977.9244103,8620,5.0
1653885980.2440422,8621,4.0
1653885991.1617355,8627,4.0
1653886050.17588,8659,4.0
1653886058.3850937,8663,4.0
1653886116.0690198,8694,4.0
1653886126.9775624,8700,6.0
1653886151.066083,8713,4.0
1653886160.6106558,8718,4.0
1653886171.5249107,8724,4.0
1653886208.6383886,8744,4.0
1653886223.1771479,8752,3.0
1653886226.8054395,8754,4.0
1653886267.818687,8776,5.0
1653886272.3651109,8778,5.0
1653886290.6951015,8788,5.0
1653886311.1475918,8799,4.0
1653886318.4205258,8803,5.0
1653886322.0885596,8805,4.0
1653886335.1699233,8812,5.0
1653886349.690007,8820,4.0
1653886355.5291507,8823,4.0
1653886374.5955677,8833,4.0
1653886433.8895667,8865,4.0
1653886443.366155,8870,5.0
1653886456.583002,8877,4.0
1653886477.1961126,8888,4.0
1653886488.6621284,8894,5.0
1653886501.7179055,8901,5.0
1653886522.2736506,8912,4.0
1653886531.849708,8917,4.0
1653886539.2019281,8921,4.0
1653886574.2973359,8940,4.0
1653886622.4902928,8966,4.0
1653886630.6834786,8970,4.0
1653886646.6201227,8979,4.0
1653886658.4689732,8985,4.0
1653886659.8237736,8986,4.0
1653886667.145614,8990,4.0
1653886697.2811317,9006,4.0
1653886727.4339683,9022,4.0
1653886748.092241,9033,4.0
1653886778.1850922,9049,4.0
1653886795.122689,9058,4.0
1653886807.3773537,9065,4.0
1653886817.0363512,9070,4.0
1653886905.4773245,9117,4.0
1653886912.8270524,9121,4.0
1653886971.0148442,9152,4.0
1653886985.7047086,9160,4.0
1653886988.0721843,9161,4.0
1653886991.7016013,9163,4.0
1653886994.0118263,9164,4.0
1653887036.6189742,9187,5.0
1653887042.5979478,9190,4.0
