time,Episodes,Villages taken
1653758315.068526,6076,3.0
1653758318.289308,6078,5.0
1653758320.3284583,6079,5.0
1653758338.6754506,6090,3.0
1653758343.1621568,6093,5.0
1653758366.7956097,6107,4.0
1653758373.229094,6111,4.0
1653758376.5428147,6113,3.0
1653758396.9836466,6125,4.0
1653758410.0639875,6133,6.0
1653758418.608549,6138,4.0
1653758421.8386722,6140,6.0
1653758425.1221445,6142,5.0
1653758468.3563478,6168,4.0
1653758516.8650074,6197,6.0
1653758529.8405633,6205,5.0
1653758541.1494865,6211,6.0
1653758557.444643,6221,5.0
1653758563.9607344,6225,4.0
1653758571.269655,6229,6.0
1653758577.7635796,6233,5.0
1653758582.2575238,6236,5.0
1653758585.5447843,6238,5.0
1653758594.1769147,6243,4.0
1653758608.0036223,6251,3.0
1653758637.2192566,6269,5.0
1653758654.3083801,6279,6.0
1653758657.5875845,6281,4.0
1653758669.3519418,6288,5.0
1653758682.4365869,6296,3.0
1653758684.4690003,6297,5.0
1653758688.9642887,6300,3.0
1653758713.7071145,6314,4.0
1653758737.3009746,6328,5.0
1653758743.738379,6332,5.0
1653758744.9552608,6333,5.0
1653758746.9794035,6334,7.0
1653758768.6548393,6347,5.0
1653758778.4096467,6353,6.0
1653758786.98791,6358,6.0
1653758789.0411255,6359,5.0
1653758792.2831628,6361,2.0
1653758796.749909,6364,5.0
1653758800.015226,6366,4.0
1653758805.322489,6369,6.0
1653758823.714386,6380,4.0
1653758866.8602624,6406,5.0
1653758896.9586847,6424,4.0
1653758921.9397614,6439,5.0
1653758927.145793,6442,4.0
1653758929.233145,6443,5.0
1653758935.7931185,6447,5.0
1653758939.023387,6449,5.0
1653758955.333737,6459,5.0
1653758978.9377,6473,5.0
1653759002.445408,6487,6.0
1653759009.152007,6491,5.0
1653759013.6719344,6494,5.0
1653759015.6997979,6495,6.0
1653759061.0499287,6522,6.0
1653759070.8036156,6528,4.0
1653759076.0715597,6531,4.0
1653759091.2916868,6540,5.0
1653759101.0879622,6546,3.0
1653759109.6065292,6551,5.0
1653759110.8201804,6552,5.0
1653759112.871444,6553,4.0
1653759116.1454577,6555,5.0
1653759131.185406,6564,5.0
1653759135.6296434,6567,6.0
1653759138.8464477,6569,5.0
1653759146.2034562,6573,3.0
1653759165.7879856,6585,5.0
1653759168.996497,6587,3.0
1653759174.3254614,6590,3.0
1653759182.8238323,6595,6.0
1653759189.3374403,6599,6.0
1653759216.345016,6615,5.0
1653759217.5858512,6616,3.0
1653759224.238033,6620,4.0
1653759239.320395,6629,5.0
1653759268.41847,6646,5.0
1653759272.9989774,6649,3.0
1653759293.4561443,6661,5.0
1653759308.63062,6670,3.0
1653759313.1916661,6673,6.0
1653759353.2065244,6697,5.0
1653759371.5535998,6708,5.0
1653759383.4974384,6715,5.0
1653759388.8233879,6718,4.0
1653759392.079796,6720,5.0
1653759395.3912628,6722,5.0
1653759398.6641698,6724,5.0
1653759409.362116,6730,3.0
1653759415.9258707,6734,5.0
1653759442.100245,6750,6.0
1653759459.2629042,6760,6.0
1653759460.5023785,6761,5.0
1653759464.6186619,6763,5.0
1653759486.149343,6776,4.0
1653759490.6040118,6779,4.0
1653759501.160469,6785,4.0
1653759529.464641,6802,5.0
1653759536.0308483,6806,6.0
1653759538.101899,6807,4.0
