time,Episodes,Villages taken
1653756969.914894,5286,4.0
1653756981.8710313,5293,5.0
1653756985.1466315,5295,4.0
1653756988.4133494,5297,5.0
1653757025.171025,5318,6.0
1653757027.2624679,5319,5.0
1653757032.8645346,5322,6.0
1653757036.3569615,5324,4.0
1653757043.1491024,5328,5.0
1653757044.395318,5329,4.0
1653757053.2458372,5334,4.0
1653757056.6523788,5336,5.0
1653757060.1585152,5338,5.0
1653757069.3578427,5343,5.0
1653757101.8505313,5362,5.0
1653757112.7990382,5368,5.0
1653757116.1388717,5370,6.0
1653757120.7653534,5373,4.0
1653757136.273595,5382,6.0
1653757155.6242156,5393,6.0
1653757171.479192,5402,6.0
1653757173.5772219,5403,6.0
1653757180.3250563,5407,4.0
1653757197.0288565,5417,7.0
1653757209.2072992,5424,6.0
1653757216.0262244,5428,5.0
1653757228.205311,5435,6.0
1653757245.801931,5445,6.0
1653757249.16837,5447,6.0
1653757250.441644,5448,6.0
1653757258.0327773,5452,4.0
1653757261.3991663,5454,6.0
1653757264.7058065,5456,6.0
1653757265.9605737,5457,4.0
1653757269.3351917,5459,6.0
1653757288.281895,5470,6.0
1653757334.6643224,5496,4.0
1653757348.1390612,5504,6.0
1653757353.5744073,5507,7.0
1653757356.960593,5509,5.0
1653757358.2482786,5510,7.0
1653757370.4269836,5517,5.0
1653757377.1197076,5521,5.0
1653757380.477601,5523,5.0
1653757385.9076874,5526,5.0
1653757418.2605052,5545,6.0
1653757430.4291894,5552,5.0
1653757433.8030171,5554,6.0
1653757439.2792127,5557,5.0
1653757456.9188108,5567,5.0
1653757477.0592756,5579,5.0
1653757520.5165749,5604,5.0
1653757587.2197876,5643,6.0
1653757604.811397,5653,4.0
1653757628.2832227,5667,5.0
1653757637.044356,5672,5.0
1653757640.4050815,5674,3.0
1653757662.5859895,5687,5.0
1653757695.5705512,5706,5.0
1653757706.8181727,5713,5.0
1653757712.262227,5716,6.0
1653757724.2367866,5723,4.0
1653757736.3397245,5730,4.0
1653757740.870509,5733,4.0
1653757753.2693098,5740,4.0
1653757758.573779,5743,4.0
1653757770.4562006,5750,5.0
1653757773.7532976,5752,6.0
1653757778.1457274,5755,5.0
1653757780.1801498,5756,6.0
1653757781.4027932,5757,6.0
1653757783.437712,5758,4.0
1653757795.2415578,5765,3.0
1653757807.1652396,5772,3.0
1653757822.3008246,5781,5.0
1653757828.8575954,5785,6.0
1653757835.3752317,5789,5.0
1653757868.6553319,5809,4.0
1653757888.4068015,5821,6.0
1653757906.646646,5832,3.0
1653757936.5825312,5849,6.0
1653757952.9731348,5859,5.0
1653757964.7454338,5866,4.0
1653757970.0423465,5869,6.0
1653757986.3330252,5879,6.0
1653757988.364941,5880,5.0
1653757991.628212,5882,6.0
1653758013.0708737,5895,5.0
1653758056.070946,5921,6.0
1653758077.742061,5934,5.0
1653758101.4147575,5948,6.0
1653758109.918648,5953,5.0
1653758114.4086938,5956,7.0
1653758128.272981,5964,5.0
1653758138.0162659,5970,5.0
1653758156.4197917,5981,7.0
1653758171.4523652,5990,4.0
1653758183.418612,5997,5.0
1653758193.097428,6003,5.0
1653758199.6113517,6007,5.0
1653758202.881258,6009,5.0
1653758204.931502,6010,4.0
1653758254.7447739,6040,5.0
1653758261.2720182,6044,3.0
1653758263.2995265,6045,4.0
1653758276.3264644,6053,5.0
1653758305.2255406,6070,6.0
