time,Episodes,Villages taken
1653673519.3149018,2965,5.0
1653673532.9047275,2973,5.0
1653673556.214851,2986,4.0
1653673573.0787485,2996,5.0
1653673612.9248757,3019,4.0
1653673638.5352745,3034,4.0
1653673660.5598733,3047,6.0
1653673723.64391,3083,5.0
1653673726.6782482,3084,6.0
1653673747.1852598,3096,4.0
1653673759.0120394,3103,4.0
1653673761.0184174,3104,5.0
1653673762.233251,3105,5.0
1653673779.8058944,3115,5.0
1653673786.196975,3119,3.0
1653673787.4232757,3120,5.0
1653673789.425697,3121,5.0
1653673798.2576795,3126,6.0
1653673801.5931652,3128,6.0
1653673833.6085372,3145,4.0
1653673880.9421697,3173,4.0
1653673889.4111767,3178,4.0
1653673914.0765343,3192,3.0
1653673928.959581,3199,4.0
1653673939.0193276,3204,4.0
1653673963.045067,3217,6.0
1653673968.8011255,3220,5.0
1653673972.355387,3222,4.0
1653673984.38993,3229,6.0
1653674005.050072,3241,7.0
1653674046.813945,3265,4.0
1653674051.3322444,3268,4.0
1653674118.0875425,3306,4.0
1653674175.2812364,3340,4.0
1653674201.8567755,3356,5.0
1653674217.2788293,3365,3.0
1653674232.508887,3374,3.0
1653674241.1334105,3379,6.0
1653674249.6663287,3384,4.0
1653674250.880165,3385,3.0
1653674264.974843,3393,4.0
1653674283.6024358,3404,5.0
1653674306.3908758,3418,3.0
1653674312.9329207,3422,4.0
1653674320.351163,3426,3.0
1653674338.565893,3434,4.0
1653674347.5577238,3439,3.0
1653674385.3351936,3461,6.0
1653674397.4199975,3468,5.0
1653674425.9757392,3483,4.0
1653674427.3149095,3484,4.0
1653674429.3964348,3485,4.0
1653674440.34341,3491,5.0
1653674443.7948859,3493,4.0
1653674455.9161093,3500,5.0
1653674502.1092584,3526,4.0
1653674534.448366,3544,5.0
1653674544.0897188,3550,5.0
1653674557.6965737,3558,4.0
1653674570.6973767,3566,5.0
1653674575.9546394,3569,4.0
1653674587.880175,3576,3.0
1653674606.989364,3587,6.0
1653674608.21895,3588,6.0
1653674629.7290914,3600,4.0
1653674652.487219,3613,7.0
1653674653.6928852,3614,6.0
1653674657.7949343,3616,4.0
1653674680.6176689,3630,4.0
1653674720.9600737,3654,5.0
1653674726.26083,3657,5.0
1653674729.5607157,3659,4.0
1653674732.9584682,3661,5.0
1653674738.2313955,3664,4.0
1653674744.7685885,3668,4.0
1653674750.0647461,3671,4.0
1653674751.2734919,3672,4.0
1653674781.5008993,3690,7.0
1653674797.8319712,3700,5.0
1653674818.3853974,3712,5.0
1653674826.9859173,3717,2.0
1653674874.7460978,3745,6.0
1653674876.8040595,3746,4.0
1653674880.0921087,3748,5.0
1653674887.81165,3753,6.0
1653674889.8249152,3754,5.0
1653674901.578848,3761,6.0
1653674904.9765046,3763,6.0
1653674933.1879678,3780,4.0
1653674936.5222733,3782,5.0
1653674938.5671186,3783,6.0
1653674945.0863657,3787,4.0
1653674950.327214,3790,6.0
1653674988.7038858,3813,5.0
1653675005.4532676,3823,7.0
1653675046.6302664,3848,5.0
1653675050.7458222,3850,4.0
1653675068.0787644,3860,6.0
1653675084.2211082,3869,6.0
1653675089.7124686,3872,5.0
1653675140.9025922,3902,5.0
1653675155.683493,3911,7.0
1653675162.2578928,3915,6.0
1653675171.879374,3921,5.0
1653675192.639446,3933,5.0
1653675198.1136212,3936,7.0
1653675229.062679,3953,5.0
1653675236.5076363,3957,3.0
1653675251.901086,3966,4.0
1653675267.6060526,3975,5.0
1653675278.5055728,3981,6.0
1653675332.2597666,4012,8.0
1653675335.762732,4014,7.0
1653675350.8448162,4023,6.0
1653675369.4117603,4034,3.0
1653675379.4392512,4040,5.0
1653675391.6237295,4047,7.0
1653675454.9847934,4084,4.0
1653675498.1906981,4109,4.0
1653675508.2137191,4115,7.0
1653675522.873123,4121,7.0
1653675528.6673884,4124,5.0
1653675568.7498295,4146,6.0
1653675591.959538,4156,4.0
1653675642.2114177,4181,6.0
1653675662.9330587,4192,4.0
1653675691.0239577,4207,6.0
1653675714.7053425,4221,5.0
1653675725.343924,4227,4.0
1653675756.8458977,4246,4.0
1653675762.6101222,4249,4.0
1653675767.836904,4252,6.0
1653675769.7647557,4253,6.0
1653675776.4021175,4257,6.0
1653675818.092931,4281,4.0
1653675879.9400709,4318,7.0
1653675888.359361,4323,5.0
1653675896.9939964,4328,6.0
1653675906.9582486,4334,5.0
1653675986.1233382,4376,6.0
1653675991.7302043,4379,8.0
1653676021.095033,4395,4.0
1653676034.6874835,4403,3.0
1653676041.8192527,4407,5.0
1653676067.0697753,4422,4.0
1653676070.3228517,4424,7.0
1653676092.43401,4435,6.0
1653676106.8616104,4443,4.0
1653676126.9480925,4454,6.0
1653676148.8468037,4466,6.0
1653676192.0077028,4489,6.0
1653676201.8880522,4495,5.0
1653676208.517027,4499,3.0
1653676238.1032562,4514,6.0
1653676257.4421308,4525,6.0
1653676275.8654113,4535,6.0
1653676282.6889946,4539,4.0
1653676291.5107718,4544,5.0
1653676323.716549,4562,6.0
1653676326.946697,4564,7.0
1653676333.3661876,4568,5.0
1653676343.0093102,4574,5.0
1653676357.7972634,4582,4.0
1653676399.4991555,4606,4.0
1653676405.056324,4609,3.0
1653676409.7095172,4612,3.0
1653676476.8526292,4649,4.0
1653676485.867139,4654,4.0
1653676493.5813985,4658,8.0
1653676495.844919,4659,6.0
1653676501.2065,4662,6.0
1653676510.6224768,4667,4.0
1653676530.1705437,4678,6.0
1653676547.0217013,4686,5.0
1653676554.0185,4690,5.0
1653676557.6418219,4692,4.0
1653676569.6212654,4698,4.0
1653676586.1738138,4706,5.0
1653676587.4466481,4707,5.0
1653676597.2656877,4713,6.0
1653676602.7846308,4716,5.0
1653676630.2119832,4730,4.0
1653676642.4829926,4737,6.0
1653676681.113122,4759,4.0
1653676692.0766678,4766,6.0
1653676703.6482053,4772,7.0
1653676710.692333,4776,4.0
1653676712.0967624,4777,4.0
1653676765.1426058,4804,5.0
1653676771.7381923,4807,4.0
1653676776.9824748,4810,4.0
1653676783.8862484,4814,5.0
1653676811.9200466,4830,6.0
1653676816.5207925,4832,4.0
1653676820.1837127,4834,5.0
1653676821.5380495,4835,5.0
1653676823.9539747,4836,7.0
1653676836.5507252,4843,5.0
1653676837.8613906,4844,3.0
1653676870.2035055,4862,7.0
1653676903.519323,4882,3.0
1653676925.5464761,4895,6.0
1653676950.3087556,4910,5.0
1653676984.4472163,4929,4.0
1653676991.035624,4933,7.0
1653677002.6559627,4940,5.0
1653677009.1331675,4944,6.0
1653677017.6642659,4949,5.0
1653677068.346964,4980,4.0
1653677085.5034344,4990,4.0
1653677087.4992337,4991,3.0
1653677140.577859,5023,8.0
1653677180.7136574,5047,3.0
1653677204.3490217,5061,5.0
1653677212.854753,5066,6.0
1653677234.6659958,5079,5.0
1653677235.8533232,5080,5.0
1653677249.759937,5088,5.0
1653677252.9937818,5090,6.0
1653677260.6522222,5095,5.0
1653677322.6139026,5132,4.0
1653677329.0624955,5136,5.0
1653677335.526122,5140,6.0
1653677353.688266,5151,5.0
1653677355.725436,5152,5.0
1653677358.903323,5154,3.0
1653677360.1114314,5155,5.0
1653677413.536335,5187,4.0
1653677431.8287277,5198,6.0
1653677435.073899,5200,5.0
1653677443.5441515,5205,6.0
1653677446.810855,5207,5.0
1653677455.5134323,5212,5.0
1653677466.3130026,5218,4.0
1653677477.3211966,5225,4.0
1653677499.5796773,5238,4.0
1653677524.4520943,5253,5.0
1653677525.6787932,5254,6.0
1653677533.0197108,5258,6.0
1653677539.5435014,5262,6.0
1653677544.0152137,5265,5.0
1653677579.195088,5286,5.0
1653677594.2966368,5295,5.0
1653677597.4964533,5297,5.0
1653677631.8520267,5318,5.0
1653677633.8491504,5319,5.0
1653677639.100742,5322,6.0
1653677642.3907182,5324,6.0
1653677648.874434,5328,5.0
1653677658.621077,5334,8.0
1653677704.6897972,5362,7.0
1653677715.155564,5368,6.0
1653677718.3954318,5370,7.0
1653677756.1858423,5393,7.0
1653677771.1904607,5402,5.0
1653677773.200885,5403,7.0
1653677795.892116,5417,3.0
1653677807.595481,5424,5.0
1653677842.8762486,5445,5.0
1653677854.5874116,5452,5.0
1653677857.904044,5454,6.0
1653677862.5714483,5457,6.0
1653677865.7741816,5459,6.0
1653677940.5031095,5504,7.0
1653677949.052737,5509,6.0
1653677950.2454891,5510,6.0
1653677961.9657302,5517,6.0
1653677968.4184463,5521,7.0
1653677971.7332234,5523,6.0
1653678008.1342611,5545,5.0
1653678045.6137445,5567,6.0
1653678108.5327551,5604,5.0
1653678172.525171,5643,7.0
1653678189.495279,5653,7.0
1653678211.9226828,5667,7.0
1653678244.9469826,5687,7.0
1653678276.7189791,5706,7.0
1653678287.663511,5713,7.0
1653678304.6579843,5723,6.0
1653678316.3805072,5730,6.0
1653678332.4251895,5740,7.0
1653678352.3672519,5752,6.0
1653678356.821161,5755,6.0
1653678360.0828836,5757,5.0
1653678362.1419015,5758,7.0
1653678385.693266,5772,7.0
1653678400.547495,5781,7.0
1653678413.4352827,5789,7.0
1653678483.79339,5832,6.0
1653678540.4784877,5866,5.0
1653678561.751015,5879,5.0
1653678563.7592003,5880,5.0
1653678567.0170293,5882,6.0
1653678677.5450852,5948,6.0
1653678685.9133682,5953,2.0
1653678690.3234618,5956,5.0
1653678704.1347833,5964,5.0
1653678731.9845352,5981,6.0
1653678746.9609914,5990,5.0
1653678758.7476182,5997,6.0
1653678768.4443195,6003,5.0
1653678778.2703109,6009,5.0
1653678780.3027835,6010,7.0
1653678837.8130105,6045,6.0
1653678850.7076206,6053,6.0
1653678888.7673852,6076,5.0
1653678891.9896364,6078,6.0
1653678893.9874363,6079,5.0
1653678939.7909782,6107,4.0
1653678946.2420979,6111,5.0
1653678949.4834263,6113,5.0
1653678982.6645217,6133,5.0
1653678991.2418752,6138,5.0
1653678994.5244439,6140,5.0
1653678997.7408214,6142,4.0
1653679040.9624994,6168,5.0
1653679102.5090876,6205,5.0
1653679113.0738618,6211,5.0
1653679129.3605716,6221,5.0
1653679135.906973,6225,5.0
1653679143.208583,6229,3.0
1653679154.1884758,6236,5.0
1653679166.0242093,6243,5.0
1653679180.025581,6251,5.0
1653679226.1304822,6279,5.0
1653679229.3001368,6281,6.0
1653679241.1170478,6288,6.0
1653679254.7707605,6296,6.0
1653679257.18042,6297,6.0
1653679261.6396513,6300,5.0
1653679285.5704403,6314,5.0
1653679309.6683495,6328,6.0
1653679316.1919203,6332,6.0
1653679317.4240031,6333,6.0
1653679319.4543939,6334,6.0
1653679341.0146012,6347,5.0
1653679359.2702446,6358,5.0
1653679361.3058023,6359,5.0
1653679368.9296598,6364,5.0
1653679372.7150784,6366,5.0
1653679378.4736183,6369,5.0
1653679439.8769617,6406,4.0
1653679470.1123753,6424,4.0
1653679502.403427,6443,5.0
1653679512.1638358,6449,7.0
1653679528.423153,6459,5.0
1653679552.0151138,6473,5.0
1653679582.311765,6491,5.0
1653679587.0559502,6494,7.0
1653679589.1244655,6495,6.0
1653679636.296799,6522,5.0
1653679646.128107,6528,5.0
1653679651.366746,6531,5.0
1653679666.6206684,6540,5.0
1653679677.2535005,6546,7.0
1653679686.2497718,6551,6.0
1653679687.4518285,6552,5.0
1653679709.0954053,6564,5.0
1653679716.9249747,6569,5.0
1653679744.9326239,6585,5.0
1653679754.0666442,6590,6.0
1653679762.9208298,6595,5.0
1653679769.8647165,6599,5.0
1653679798.7986383,6615,5.0
1653679822.134615,6629,4.0
1653679858.810751,6649,5.0
1653679880.3352761,6661,1.0
1653679900.0601099,6673,5.0
1653679961.484579,6708,6.0
1653679973.73674,6715,5.0
1653679982.408356,6720,5.0
1653679985.6744595,6722,5.0
1653679989.0041578,6724,6.0
1653679999.8629656,6730,6.0
1653680006.6981401,6734,6.0
1653680033.9920263,6750,4.0
1653680053.1360695,6761,7.0
1653680057.2603607,6763,6.0
1653680078.9656649,6776,6.0
1653680094.1355028,6785,7.0
1653680122.3900294,6802,7.0
1653680154.3058133,6821,7.0
1653680172.481879,6831,5.0
1653680183.7049766,6837,6.0
1653680193.9126818,6842,5.0
1653680198.731423,6844,5.0
1653680209.520546,6850,5.0
1653680225.1347365,6859,5.0
1653680236.8694587,6866,8.0
1653680243.3623893,6870,5.0
1653680252.0106523,6875,8.0
1653680316.7890298,6914,6.0
1653680320.0352688,6916,6.0
1653680325.3177297,6919,6.0
1653680343.7034543,6930,6.0
1653680355.5153854,6937,3.0
1653680392.2861023,6959,5.0
1653680419.2612453,6975,5.0
1653680445.337284,6991,5.0
1653680453.8998132,6996,6.0
1653680458.2454796,6998,6.0
1653680463.8282473,7001,6.0
1653680482.8505018,7012,6.0
1653680492.6466155,7018,5.0
1653680509.3926516,7028,7.0
1653680511.3952136,7029,8.0
1653680536.2902813,7044,6.0
1653680551.388513,7053,7.0
1653680553.4242637,7054,6.0
1653680608.589565,7087,7.0
1653680646.559231,7110,6.0
1653680658.4900863,7117,7.0
1653680663.9002168,7120,5.0
1653680673.7922356,7126,5.0
1653680737.6162906,7164,6.0
1653680759.258219,7177,7.0
1653680761.2832987,7178,8.0
1653680764.5066922,7180,5.0
1653680774.2681575,7186,6.0
1653680779.5909803,7189,6.0
1653680809.2194414,7207,5.0
1653680839.8829777,7225,5.0
1653680879.3967044,7249,5.0
1653680886.6402414,7253,4.0
1653680907.778852,7265,6.0
1653680923.773799,7274,5.0
1653680956.0810652,7293,6.0
1653680972.3774464,7302,5.0
1653680983.5931642,7308,5.0
1653681028.6245196,7334,5.0
1653681035.3983603,7338,5.0
1653681038.7159626,7340,5.0
1653681062.2195761,7353,5.0
1653681065.5192618,7355,7.0
1653681071.2539062,7358,5.0
1653681080.1122046,7363,5.0
1653681087.208919,7367,5.0
1653681103.9362967,7377,5.0
1653681118.7567396,7385,5.0
1653681174.9076097,7417,4.0
1653681187.3016653,7424,4.0
1653681206.257104,7435,4.0
1653681208.4543962,7436,7.0
1653681213.2510233,7439,6.0
1653681218.6764212,7442,6.0
1653681249.9841788,7460,5.0
1653681256.6208425,7464,6.0
1653681263.2728512,7468,6.0
1653681266.7251725,7470,6.0
1653681287.8751295,7482,5.0
1653681329.6933289,7506,5.0
1653681350.1682303,7518,8.0
1653681364.9108477,7526,6.0
1653681375.0011497,7532,6.0
1653681394.5314074,7543,6.0
1653681409.4208128,7551,6.0
1653681412.6749835,7553,6.0
1653681422.8078592,7559,5.0
1653681432.8931665,7565,5.0
1653681456.062899,7577,8.0
1653681472.4437127,7586,5.0
1653681484.3458436,7593,7.0
1653681496.2263715,7600,5.0
1653681499.5211725,7602,7.0
1653681502.792335,7604,7.0
1653681508.1031861,7607,6.0
1653681562.1053252,7638,5.0
1653681564.4494572,7639,5.0
1653681572.4595654,7644,6.0
1653681574.512957,7645,5.0
1653681597.073529,7658,5.0
1653681601.205007,7660,6.0
1653681603.6817842,7661,5.0
1653681650.727868,7685,5.0
1653681714.0172145,7721,6.0
1653681724.8244643,7727,6.0
1653681726.0681753,7728,6.0
1653681729.3583534,7730,6.0
1653681773.6666968,7756,6.0
1653681774.8978043,7757,6.0
1653681778.2489924,7759,5.0
1653681780.5148337,7760,6.0
1653681781.7464876,7761,5.0
1653681840.3329198,7794,5.0
1653681842.4337826,7795,6.0
1653681867.85088,7809,5.0
1653681888.9706545,7821,6.0
1653681919.6641529,7838,5.0
1653681929.2533514,7842,6.0
1653681943.0287607,7850,5.0
1653681952.304829,7855,5.0
1653681953.5369124,7856,6.0
1653681964.8655481,7862,7.0
1653681975.3021095,7868,5.0
1653681999.391157,7882,5.0
1653682022.0395422,7895,5.0
1653682032.2751973,7901,7.0
1653682054.683571,7914,5.0
1653682058.0444958,7916,4.0
1653682060.1318586,7917,6.0
1653682075.7659886,7926,6.0
1653682079.4008386,7928,6.0
1653682081.3986292,7929,5.0
1653682098.5410643,7936,5.0
1653682139.5869393,7959,5.0
1653682188.8527248,7986,5.0
1653682201.4890592,7993,5.0
1653682257.8422282,8026,6.0
1653682264.7074797,8029,5.0
1653682266.0366423,8030,7.0
1653682270.450187,8032,5.0
1653682295.0517762,8046,5.0
1653682309.3126037,8054,5.0
1653682320.4445825,8061,5.0
1653682327.7777886,8065,6.0
1653682347.6136458,8077,6.0
1653682349.6584508,8078,5.0
1653682361.5300007,8085,6.0
1653682380.089738,8096,7.0
1653682426.3448205,8122,8.0
1653682440.306322,8130,6.0
1653682461.3487866,8142,5.0
1653682464.644194,8144,8.0
1653682473.3325741,8149,5.0
1653682496.6593559,8163,5.0
1653682498.7082536,8164,5.0
1653682502.0065293,8166,5.0
1653682532.3331733,8184,5.0
1653682533.562904,8185,5.0
1653682545.781316,8192,5.0
1653682559.083496,8200,6.0
1653682561.1531,8201,7.0
1653682586.789743,8216,6.0
1653682588.8185105,8217,7.0
1653682608.4600935,8229,6.0
1653682610.504116,8230,4.0
1653682655.3398983,8255,8.0
1653682692.5977762,8277,5.0
1653682705.9899824,8283,6.0
1653682712.0832727,8286,5.0
1653682714.3881543,8287,5.0
1653682722.622781,8291,5.0
1653682735.154382,8296,5.0
1653682746.3462968,8301,7.0
1653682832.2352636,8349,8.0
1653682837.6493266,8352,7.0
1653682857.2679222,8363,5.0
1653682862.0026977,8366,7.0
1653682871.7934904,8372,7.0
1653682880.8788452,8377,5.0
1653682895.8597102,8385,6.0
1653682916.384401,8397,7.0
1653682941.5069902,8411,6.0
1653682950.120424,8416,7.0
1653682983.486169,8436,6.0
1653683020.5998065,8456,6.0
1653683022.9630666,8457,7.0
1653683030.9424837,8461,6.0
1653683085.7466898,8491,6.0
1653683108.2868102,8504,6.0
1653683141.9036694,8521,7.0
1653683161.897681,8530,6.0
1653683177.7713733,8539,5.0
1653683193.5187852,8548,7.0
1653683203.52161,8554,6.0
1653683205.6306415,8555,6.0
1653683218.9137032,8563,5.0
1653683239.927755,8575,7.0
1653683287.4967515,8601,6.0
1653683295.9762378,8606,7.0
1653683319.0217147,8618,7.0
1653683322.5333602,8620,6.0
1653683324.6732829,8621,6.0
1653683335.0595682,8627,5.0
1653683394.1471972,8659,6.0
1653683402.539967,8663,5.0
1653683460.1148956,8694,5.0
