time,Step,Reward
1654346163.635968,99,2.051771640777588
1654346168.46617,297,2.0695760250091553
1654346170.8893397,396,9.024099349975586
1654346173.3329098,495,1.5941557884216309
1654346185.2514734,990,2.7359254360198975
1654346187.4381838,1089,-0.32420867681503296
1654346189.9210372,1188,10.131352424621582
1654346196.5205998,1485,6.680109977722168
1654346198.6199613,1584,5.9220404624938965
1654346201.0600965,1683,6.120220184326172
1654346205.2505298,1881,3.2251672744750977
1654346207.3403711,1980,4.960297584533691
1654346209.451103,2079,4.02265739440918
1654346213.7487524,2277,3.7347278594970703
1654346215.9342806,2376,8.798632621765137
1654346222.2373085,2673,2.2183971405029297
1654346224.303808,2772,4.818728446960449
1654346226.447075,2871,6.029175281524658
1654346228.5584545,2970,5.322727680206299
1654346231.0853205,3069,2.7253715991973877
1654346237.3670256,3366,3.360305070877075
1654346239.4711242,3465,6.365138530731201
1654346243.6476188,3663,4.666379928588867
1654346245.7408023,3762,4.424594402313232
1654346247.8521004,3861,-0.01142087858170271
1654346249.9693441,3960,9.67248249053955
1654346252.0456395,4059,4.6675262451171875
1654346267.1297154,4752,7.1638383865356445
1654346269.219859,4851,5.274614334106445
1654346271.346338,4950,9.703500747680664
1654346273.4215007,5049,5.747314929962158
1654346275.5164661,5148,6.221939563751221
1654346277.690739,5247,-1.6858261823654175
1654346281.9255352,5445,9.627366065979004
1654346284.016711,5544,3.625462055206299
1654346288.2298906,5742,8.294631958007812
1654346294.9538279,6039,2.434358596801758
1654346297.0669181,6138,8.127458572387695
1654346299.1593843,6237,3.3133273124694824
1654346301.2674396,6336,7.05497932434082
1654346305.4994018,6534,1.5301926136016846
1654346307.5829694,6633,6.295952796936035
1654346309.6727695,6732,5.2256550788879395
1654346311.7859318,6831,2.3490729331970215
1654346316.001631,7029,3.146517515182495
1654346318.1329644,7128,4.262977600097656
1654346322.6324356,7326,0.9637317061424255
1654346326.8243227,7524,6.630295276641846
1654346331.1753628,7722,6.796136379241943
1654346335.4408104,7920,2.0570528507232666
1654346337.5496862,8019,5.4014105796813965
1654346341.7621524,8217,7.421688079833984
1654346343.874256,8316,1.6768521070480347
1654346348.1570957,8514,0.8596090078353882
1654346350.4322293,8613,8.257755279541016
1654346356.9135385,8910,1.9940434694290161
1654346359.1859725,9009,7.2483134269714355
1654346369.795843,9504,9.554359436035156
1654346376.458975,9900,6.669323444366455
1654346378.5773733,9999,2.8853707313537598
1654346385.2597175,10296,5.8051934242248535
1654346387.3869684,10395,7.454767227172852
1654346391.6780257,10593,5.466268062591553
1654346393.8202882,10692,8.0514554977417
1654346398.0620918,10890,2.6237103939056396
1654346400.2132695,10989,4.521420955657959
1654346402.295411,11088,5.922417640686035
1654346404.372073,11187,7.413468837738037
1654346408.608016,11385,6.223443031311035
1654346411.0700421,11484,11.374542236328125
1654346413.1474473,11583,9.694008827209473
1654346423.7585924,12078,4.925036907196045
1654346432.2404847,12474,5.0090131759643555
1654346434.3332498,12573,14.289495468139648
1654346438.5866504,12771,4.498154163360596
1654346440.9281225,12870,0.6595203280448914
1654346443.1671689,12969,6.699939250946045
1654346445.2537408,13068,3.5976827144622803
1654346447.372153,13167,2.6887400150299072
1654346451.6776319,13365,8.528285026550293
1654346455.9064684,13563,7.975799560546875
1654346457.9848402,13662,3.493828773498535
1654346471.0054433,14256,12.737634658813477
1654346473.1647384,14355,2.311394691467285
1654346477.3996468,14553,14.592044830322266
1654346479.4926894,14652,8.087115287780762
1654346485.8542464,14949,6.692806720733643
1654346500.8097427,15642,5.488259792327881
1654346505.0358377,15840,6.844372749328613
1654346507.1759844,15939,3.250356912612915
1654346511.5032663,16137,10.050029754638672
1654346513.5843189,16236,4.775537967681885
1654346515.6974366,16335,7.95443868637085
1654346519.81449,16533,4.272368907928467
1654346524.0564106,16731,11.371014595031738
1654346528.3188522,16929,4.430678844451904
1654346530.60244,17028,0.6066896915435791
1654346532.8607528,17127,5.171294212341309
1654346539.3209846,17424,6.786327838897705
1654346541.4301631,17523,0.9813292026519775
1654346543.5505834,17622,12.14566707611084
1654346545.6522884,17721,5.720462799072266
1654346549.8219085,17919,7.699902534484863
1654346551.9794867,18018,2.864158868789673
1654346556.237882,18216,4.04665470123291
1654346558.3915899,18315,12.915180206298828
1654346560.6940281,18414,7.058773994445801
1654346562.9692998,18513,11.000475883483887
1654346569.3627064,18810,7.147619724273682
1654346571.540805,18909,0.42164188623428345
1654346573.691507,19008,2.2865285873413086
1654346575.8206236,19107,9.527270317077637
1654346582.113832,19404,4.998416423797607
1654346588.4721396,19701,0.8999180793762207
1654346588.8843648,19800,6.03667688369751
1654346591.3142884,19899,5.9743123054504395
1654346595.557072,20097,8.803670883178711
1654346597.6948166,20196,2.10478138923645
1654346599.812406,20295,7.927730083465576
1654346601.9332082,20394,10.271718978881836
1654346606.1860535,20592,9.578929901123047
1654346610.3493974,20790,7.054521560668945
1654346614.5452213,20988,2.078826665878296
1654346618.704086,21186,6.367903709411621
1654346623.2378376,21384,6.090094089508057
1654346625.3610065,21483,8.117070198059082
1654346629.603693,21681,6.370620250701904
1654346631.734067,21780,9.896336555480957
1654346633.8380024,21879,6.334985733032227
1654346635.9288735,21978,3.6241230964660645
1654346638.0483792,22077,6.155188083648682
1654346642.2622313,22275,7.115598201751709
1654346644.3654187,22374,11.864636421203613
1654346653.2217715,22770,4.756700038909912
1654346659.5814397,23067,-1.285826325416565
1654346663.7734394,23265,4.530601978302002
1654346665.8908932,23364,8.172529220581055
1654346667.960281,23463,-2.4270505905151367
1654346670.0749695,23562,6.383425235748291
1654346672.1896977,23661,8.800942420959473
1654346674.2641685,23760,4.9318671226501465
1654346678.4919388,23958,5.144041061401367
1654346680.780282,24057,2.0204572677612305
1654346685.2136219,24255,4.507908344268799
1654346687.3018613,24354,3.7226030826568604
1654346689.501023,24453,1.3504284620285034
1654346691.6920137,24552,3.4250681400299072
1654346695.8732564,24750,10.452752113342285
1654346702.1628385,25047,7.614037990570068
1654346704.2912626,25146,3.9069645404815674
1654346706.4110684,25245,4.452885627746582
1654346713.0924034,25542,6.7528510093688965
1654346715.2188215,25641,4.190884590148926
1654346717.3132854,25740,1.080081582069397
1654346719.5209825,25839,13.593992233276367
1654346723.7966866,26037,4.439650058746338
1654346725.9709475,26136,9.42164421081543
1654346736.511593,26631,7.724832534790039
1654346740.887713,26829,9.845449447631836
1654346743.1376865,26928,11.42587661743164
1654346749.4307947,27225,-3.1599862575531006
1654346751.5733645,27324,6.890592098236084
1654346753.682953,27423,13.82376480102539
1654346757.8971236,27621,5.1031928062438965
1654346762.1389196,27819,8.151911735534668
1654346766.3026698,28017,6.897379398345947
1654346768.4174662,28116,6.957846641540527
1654346770.6228566,28215,13.979728698730469
1654346772.9193113,28314,10.735444068908691
1654346777.16386,28512,9.921449661254883
1654346779.3399394,28611,7.853865623474121
1654346783.5575213,28809,13.27802848815918
1654346785.6634376,28908,3.7995755672454834
1654346793.963367,29304,3.5395729541778564
1654346796.0593824,29403,14.112539291381836
1654346798.1665215,29502,8.888083457946777
