Wall_time,Episodes,Unit moves
1653603652.779758,4,1.8585858345031738
1653603667.5901406,14,1.9797979593276978
1653603668.6501076,15,1.808080792427063
1653603673.2205358,18,1.8181818723678589
1653603674.312918,19,1.7878787517547607
1653603678.8767388,22,1.8181818723678589
1653603684.6110396,26,1.9393939971923828
1653603686.3839204,27,1.8888888359069824
1653603705.2932692,40,1.9494949579238892
1653603715.6289184,47,1.8383837938308716
1653603716.7226994,48,2.010101079940796
1653603718.5015228,49,1.9090908765792847
1653603727.5780659,54,2.0202019214630127
1653603739.7665205,62,1.9797979593276978
1653603741.552499,63,1.9191919565200806
1653603746.2366316,66,2.0505051612854004
1653603748.252195,67,2.232323169708252
1653603752.749468,70,2.010101079940796
1653603754.6444755,71,2.070707082748413
1653603763.7271545,77,1.9696969985961914
1653603771.46604,82,2.060606002807617
1653603782.222626,89,1.9797979593276978
1653603796.2090201,99,1.7878787517547607
1653603801.891944,103,1.8585858345031738
1653603808.2046516,107,1.7575757503509521
1653603828.741159,121,1.686868667602539
1653603834.5868096,125,1.5151515007019043
1653603836.3211107,126,1.5555555820465088
1653603839.120159,128,1.5858585834503174
1653603842.0317311,130,1.5959595441818237
1653603850.810315,136,1.6262626647949219
1653603862.8474839,144,1.5656565427780151
1653603865.684214,146,1.8181818723678589
1653603866.7904668,147,1.7777777910232544
1653603871.3656437,150,1.6060606241226196
1653603881.619361,157,1.505050539970398
1653603886.1584103,160,1.6262626647949219
1653603889.0948124,162,1.5555555820465088
1653603891.896702,164,1.4343434572219849
1653603902.4687712,171,1.616161584854126
1653603903.5397773,172,1.5959595441818237
1653603911.61615,177,1.5858585834503174
1653603922.305546,184,1.7171716690063477
1653603923.3572388,185,1.9090908765792847
1653603925.0956113,186,1.73737370967865
1653603932.6530502,191,1.7777777910232544
1653603933.7052467,192,1.7979798316955566
1653603949.8230221,203,1.5858585834503174
1653603952.7754798,205,1.6666666269302368
1653603961.3907936,211,1.73737370967865
1653603964.946753,213,1.929292917251587
1653603967.8707554,215,1.8282828330993652
1653603981.6760957,224,1.7676767110824585
1653603988.7098448,229,1.8686869144439697
1653604011.5485404,244,1.7777777910232544
1653604013.41062,245,1.8484848737716675
1653604033.0234516,258,1.9595959186553955
1653604034.8642194,259,1.9696969985961914
1653604035.9594014,260,2.1111111640930176
1653604052.016247,271,2.2727272510528564
1653604056.6037252,274,2.1818182468414307
1653604062.323246,278,2.1212120056152344
1653604067.9899797,282,1.9595959186553955
1653604072.616371,285,1.7777777910232544
1653604077.2923717,288,2.0
1653604080.1241744,290,2.0303030014038086
1653604086.964719,295,1.9191919565200806
1653604089.8234084,297,1.8989899158477783
1653604091.6152997,298,1.9090908765792847
1653604105.828854,308,1.9595959186553955
1653604112.226212,312,2.080808162689209
1653604117.9413202,316,1.9696969985961914
1653604120.78358,318,1.929292917251587
1653604122.514701,319,1.9797979593276978
1653604126.4168103,322,2.0303030014038086
1653604148.2136188,337,1.9696969985961914
1653604160.3796163,345,2.0505051612854004
1653604161.4659398,346,1.9797979593276978
1653604173.6126084,354,2.0505051612854004
1653604179.9538753,358,2.010101079940796
1653604188.8255231,364,1.8989899158477783
1653604190.5998487,365,1.8686869144439697
1653604191.6777158,366,1.9191919565200806
1653604209.5124795,378,1.7676767110824585
1653604220.9545302,386,1.6060606241226196
1653604226.7338898,390,1.7474747896194458
1653604229.5947206,392,1.8585858345031738
1653604237.1013238,397,1.696969747543335
1653604244.5626645,402,1.616161584854126
1653604247.4268699,404,1.7777777910232544
1653604263.5058925,415,1.5656565427780151
1653604273.181273,421,1.5656565427780151
1653604274.9103575,422,1.6363636255264282
1653604295.466241,436,1.9696969985961914
1653604297.2303693,437,1.8585858345031738
1653604300.1307583,439,1.8181818723678589
1653604305.98437,443,1.7070707082748413
1653604307.7798514,444,1.6363636255264282
1653604310.6483357,446,1.5555555820465088
1653604319.2714999,452,1.6464647054672241
1653604325.0967784,456,1.7575757503509521
1653604333.6653914,461,1.808080792427063
1653604339.9965703,465,1.9191919565200806
1653604345.0954354,468,1.929292917251587
1653604348.1930065,470,1.9898990392684937
1653604353.9975803,474,1.9696969985961914
1653604355.8659701,475,1.9393939971923828
1653604363.8509004,480,1.9191919565200806
1653604364.985288,481,1.9898990392684937
1653604374.281528,487,1.929292917251587
1653604377.2577963,489,1.9797979593276978
1653604384.8693533,494,2.080808162689209
1653604408.8268807,510,2.2020201683044434
1653604410.6202939,511,2.010101079940796
1653604411.6735985,512,2.1010100841522217
1653604413.4920819,513,2.161616086959839
1653604414.5495226,514,2.2020201683044434
1653604419.2983267,517,2.242424249649048
1653604420.3983254,518,2.232323169708252
1653604422.2461274,519,2.4040403366088867
1653604443.5458884,533,2.080808162689209
1653604444.6428108,534,2.0
1653604447.4734657,536,2.0
1653604449.2738354,537,2.1212120056152344
1653604450.3799205,538,2.010101079940796
1653604453.2387187,540,2.2020201683044434
1653604459.7514932,544,1.9696969985961914
1653604462.6594505,546,2.0202019214630127
1653604468.4454644,550,1.9797979593276978
1653604471.3264902,552,1.9898990392684937
1653604477.0449605,556,2.090909004211426
1653604485.7316694,562,2.1717171669006348
1653604488.6568913,564,1.878787875175476
1653604495.068811,568,2.0404040813446045
1653604501.9630196,573,2.1010100841522217
1653604518.132022,584,2.222222328186035
1653604519.9737573,585,2.232323169708252
1653604524.6392393,588,2.2727272510528564
1653604527.553972,590,2.2727272510528564
1653604528.6787443,591,2.313131332397461
1653604533.4132357,594,2.323232412338257
1653604536.3189764,596,2.3434343338012695
1653604554.661831,608,2.2626261711120605
1653604561.6489277,613,2.2626261711120605
1653604563.4353585,614,2.1818182468414307
1653604575.029757,622,2.141414165496826
1653604576.8598194,623,2.141414165496826
1653604584.0018592,628,2.444444417953491
1653604585.7804084,629,2.4747474193573
1653604591.6655703,633,2.5252525806427
1653604597.4985788,637,2.2626261711120605
1653604607.460605,643,2.161616086959839
1653604608.568365,644,2.161616086959839
1653604616.3399925,649,2.2626261711120605
1653604619.3391993,651,2.1212120056152344
1653604629.9677317,658,1.9595959186553955
1653604632.9596007,660,2.0505051612854004
1653604643.6439357,667,2.010101079940796
1653604647.7369304,670,2.0404040813446045
1653604655.5118244,675,1.9898990392684937
1653604657.3299637,676,2.0404040813446045
1653604663.283291,680,2.090909004211426
1653604669.1811678,684,1.9393939971923828
1653604681.0818088,692,2.0303030014038086
1653604684.7713377,694,1.9797979593276978
1653604708.6020155,710,2.080808162689209
1653604725.4909363,721,2.060606002807617
1653604728.5225844,723,2.1313130855560303
1653604732.234275,725,1.8585858345031738
1653604733.378515,726,1.8181818723678589
1653604736.365029,728,2.0202019214630127
1653604738.2514904,729,2.0505051612854004
1653604741.2197485,731,2.1313130855560303
1653604742.3896499,732,1.929292917251587
1653604744.2232945,733,2.1010100841522217
1653604752.0791688,738,1.8686869144439697
1653604761.146697,744,1.9696969985961914
1653604791.942713,764,1.9393939971923828
1653604793.0917428,765,1.9393939971923828
1653604803.9596305,772,2.0202019214630127
1653604808.847007,775,2.0
1653604810.000752,776,2.151515245437622
1653604813.7915654,778,2.070707082748413
1653604816.9231224,780,1.9393939971923828
1653604819.9466937,782,2.232323169708252
1653604829.0441527,788,2.070707082748413
1653604853.993393,804,2.090909004211426
1653604855.1260848,805,1.929292917251587
1653604858.12663,807,2.1111111640930176
1653604863.0273595,810,1.9797979593276978
1653604876.4041007,818,1.7676767110824585
1653604878.297403,819,1.8484848737716675
1653604892.5643015,828,1.7777777910232544
1653604898.5747945,832,1.808080792427063
1653604903.5655754,835,1.6565656661987305
1653604904.7827775,836,1.7878787517547607
1653604910.9766412,840,1.7474747896194458
1653604915.9056556,843,1.7575757503509521
1653604918.9674926,845,1.878787875175476
1653604929.1772163,851,2.060606002807617
1653604939.3756683,857,1.575757622718811
1653604943.6598947,860,1.494949460029602
1653604946.7538927,862,1.5151515007019043
1653604953.6515434,866,1.7575757503509521
1653604960.9593642,871,1.8484848737716675
1653604981.396059,884,1.7474747896194458
1653604985.272742,886,1.7171716690063477
1653604994.503674,892,1.7272727489471436
1653604999.5096998,895,1.7272727489471436
1653605002.5492592,897,1.7676767110824585
1653605008.7490306,901,1.5656565427780151
1653605009.898216,902,1.5959595441818237
1653605019.8969033,908,1.424242377281189
1653605035.6481102,918,1.6262626647949219
1653605051.8733213,928,0.9797979593276978
1653605055.0421693,930,1.3333333730697632
1653605058.1008894,932,1.0404040813446045
1653605073.5500522,942,1.1515151262283325
1653605084.713814,949,0.7979797720909119
1653605089.6565588,952,0.7676767706871033
1653605093.8943145,955,0.9898989796638489
1653605107.0430765,963,0.6363636255264282
1653605131.8704097,979,0.8282828330993652
1653605136.9896405,982,0.6161616444587708
1653605143.1863434,986,0.4040403962135315
1653605153.3079536,992,0.38383838534355164
1653605156.5631802,994,0.5959596037864685
1653605163.9407794,999,0.6868686676025391
1653605169.030369,1002,0.5353535413742065
1653605171.0022788,1003,0.5959596037864685
1653605172.1964316,1004,0.9898989796638489
1653605186.8074172,1013,1.0505050420761108
1653605189.9554212,1015,1.0404040813446045
1653605201.2520764,1022,1.6060606241226196
1653605207.5044336,1026,1.6767677068710327
1653605210.5876064,1028,1.6363636255264282
1653605223.9435415,1036,1.3939393758773804
1653605225.076363,1037,1.4747474193572998
1653605239.3293302,1046,0.8888888955116272
1653605255.7118125,1056,1.1515151262283325
