Wall time,Step,Value
1653777104.6046257,7460,56.0
1653777107.5642724,7464,56.0
1653777111.3647537,7468,56.0
1653777113.2366407,7470,56.0
1653777122.8816676,7482,56.0
1653777144.0118806,7506,56.0
1653777153.5536597,7518,56.0
1653777160.2902067,7526,56.0
1653777166.070994,7532,56.0
1653777175.180287,7543,56.0
1653777181.9122436,7551,56.0
1653777183.8020446,7553,56.0
1653777188.6157143,7559,56.0
1653777193.401722,7565,56.0
1653777203.8241484,7577,56.0
1653777212.0108993,7586,56.0
1653777217.2201927,7593,56.0
1653777223.4839962,7600,66.0
1653777225.3593674,7602,56.0
1653777226.2652197,7604,56.0
1653777229.662233,7607,56.0
1653777255.8737214,7638,56.0
1653777256.354198,7639,56.0
1653777260.6360128,7644,90.0
1653777261.072121,7645,56.0
1653777272.0945268,7658,56.0
1653777274.020422,7660,80.0
1653777275.4900382,7661,56.0
1653777295.0738878,7685,56.0
1653777325.6960082,7721,56.0
1653777330.454204,7727,56.0
1653777330.909192,7728,56.0
1653777332.8810408,7730,56.0
1653777354.665919,7756,56.0
1653777356.1193087,7757,84.0
1653777358.5223117,7760,56.0
1653777358.9772034,7761,56.0
1653777387.5803142,7794,56.0
1653777388.0514195,7795,56.0
1653777400.4774883,7809,56.0
1653777409.9901927,7821,56.0
1653777424.8669825,7838,56.0
1653777428.8246732,7842,56.0
1653777435.4147916,7850,56.0
1653777439.6966429,7855,56.0
1653777440.1360614,7856,56.0
1653777444.9097269,7862,56.0
1653777450.6517236,7868,56.0
1653777463.030498,7882,56.0
1653777474.8795466,7895,56.0
1653777479.6512926,7901,56.0
1653777490.7247522,7914,56.0
1653777492.6656077,7916,56.0
1653777494.280206,7917,6.0
1653777501.5922267,7926,56.0
1653777503.5204835,7928,56.0
1653777503.9588444,7929,56.0
1653777510.10587,7936,56.0
1653777530.56375,7959,56.0
1653777553.5208642,7986,102.0
1653777588.4506564,8026,66.0
1653777590.8116183,8029,56.0
1653777591.2782679,8030,98.0
1653777593.2210376,8032,56.0
1653777604.7815864,8046,56.0
1653777612.4806771,8054,64.0
1653777617.7335658,8061,56.0
1653777621.844059,8065,68.0
1653777631.4470258,8077,56.0
1653777632.9136827,8078,56.0
1653777639.1876278,8085,56.0
1653777648.4605844,8096,56.0
1653777670.9206975,8122,56.0
1653777677.8223686,8130,56.0
1653777689.0449824,8142,56.0
1653777689.9666243,8144,66.0
1653777694.8535233,8149,56.0
1653777707.540598,8163,56.0
1653777708.0031683,8164,56.0
1653777709.8953183,8166,56.0
1653777725.636365,8184,56.0
1653777726.0943336,8185,76.0
1653777732.4653032,8192,56.0
1653777739.2971041,8200,56.0
1653777739.7448156,8201,56.0
1653777752.8244522,8216,56.0
1653777754.7845345,8217,56.0
1653777764.4226902,8229,56.0
1653777765.8766146,8230,56.0
1653777786.6152096,8255,56.0
1653777807.055189,8277,100.0
1653777811.8563445,8283,56.0
1653777814.2488441,8286,116.0
1653777815.7741475,8287,110.0
1653777818.8920193,8291,56.0
1653777823.3275602,8296,78.0
1653777827.7507112,8301,68.0
1653777873.1420777,8349,68.0
1653777875.6322997,8352,118.0
1653777885.1126795,8363,104.0
1653777887.444674,8366,146.0
1653777892.2133477,8372,90.0
1653777896.5771022,8377,120.0
1653777904.2493515,8385,106.0
1653777913.9101646,8397,108.0
1653777926.7095766,8411,106.0
1653777931.2668831,8416,90.0
1653777947.9917352,8436,58.0
1653777965.387367,8456,90.0
1653777965.8193936,8457,56.0
1653777969.8980353,8461,56.0
1653777996.8038714,8491,56.0
1653778007.8282173,8504,100.0
1653778021.8532488,8521,100.0
1653778030.3839202,8530,56.0
1653778038.1705859,8539,72.0
1653778048.1641152,8548,124.0
1653778055.9532027,8554,82.0
1653778056.4196932,8555,116.0
1653778063.7818418,8563,56.0
1653778075.2114074,8575,130.0
1653778100.1788533,8601,156.0
1653778105.4262753,8606,56.0
1653778117.7959962,8618,82.0
1653778118.8355277,8620,248.0
1653778120.375898,8621,88.0
1653778125.6137083,8627,56.0
1653778154.407669,8659,94.0
1653778159.3962572,8663,64.0
1653778188.031839,8694,56.0
