Wall_time,Episodes,Reward
1653598704.6072187,0,4.0666584968566895
1653598707.149527,2,13.108912467956543
1653598708.4198453,3,3.8728363513946533
1653598709.6955783,4,6.608720779418945
1653598717.2887597,10,8.383868217468262
1653598718.5116608,11,4.175670146942139
1653598722.221341,14,4.218016624450684
1653598723.426973,15,-0.7516356706619263
1653598727.185951,18,1.8579847812652588
1653598728.4064608,19,3.7936859130859375
1653598729.4353528,20,8.522375106811523
1653598732.080696,22,3.6493232250213623
1653598733.406353,23,4.563854217529297
1653598737.0609767,26,5.264400005340576
1653598738.315346,27,5.969646453857422
1653598740.7878883,29,11.006817817687988
1653598745.7279563,33,5.408867835998535
1653598746.9555252,34,6.0099945068359375
1653598749.3895907,36,6.612172603607178
1653598750.6127064,37,6.549774646759033
1653598751.89726,38,11.319536209106445
1653598753.1203523,39,4.832522392272949
1653598754.2222455,40,8.231114387512207
1653598762.76365,47,0.18112266063690186
1653598763.995893,48,8.999165534973145
1653598765.1925805,49,-0.040851473808288574
1653598766.4407785,50,5.816460609436035
1653598767.6661701,51,2.0179057121276855
1653598768.8591208,52,9.270550727844238
1653598771.32071,54,8.286653518676758
1653598772.5516982,55,3.032468795776367
1653598775.0146334,57,5.490654945373535
1653598778.5608373,60,3.8468503952026367
1653598779.7780075,61,4.338110446929932
1653598780.9893384,62,3.8903181552886963
1653598782.2692585,63,13.16170883178711
1653598784.6913846,65,4.547685146331787
1653598785.9629993,66,8.387335777282715
1653598787.2147806,67,7.098544597625732
1653598788.416829,68,8.029794692993164
1653598790.8837116,70,1.386583685874939
1653598792.0926971,71,4.921791076660156
1653598794.538277,73,4.2570013999938965
1653598797.0070333,75,7.898787975311279
1653598799.4275398,77,8.44029426574707
1653598801.8961966,79,5.809845447540283
1653598802.9021049,80,4.390912055969238
1653598805.3314443,82,3.118346929550171
1653598806.5725224,83,7.281978130340576
1653598808.9759345,85,2.8831589221954346
1653598810.2146506,86,4.743214130401611
1653598813.9102538,89,4.409768104553223
1653598815.1845317,90,1.0339412689208984
1653598821.304959,95,5.976058006286621
1653598826.2913928,99,-0.09966733306646347
1653598827.3219886,100,6.430703639984131
1653598830.976507,103,0.24947550892829895
1653598834.697749,106,2.880394220352173
1653598835.923797,107,6.764106750488281
1653598838.373249,109,3.7599191665649414
1653598839.6020932,110,9.608098030090332
1653598844.5630727,114,3.21451473236084
1653598846.9764705,116,6.770845890045166
1653598852.980723,121,0.951296329498291
1653598857.9529214,125,6.111349105834961
1653598859.192,126,4.240241527557373
1653598861.6476662,128,3.7702410221099854
1653598862.9139757,129,4.617445945739746
1653598864.1466608,130,5.67262601852417
1653598865.369264,131,5.520463466644287
1653598866.6013203,132,3.4204280376434326
1653598868.999483,134,5.572671890258789
1653598871.4837983,136,3.4949162006378174
1653598872.7240565,137,6.961758136749268
1653598879.899603,143,13.006597518920898
1653598881.17889,144,7.003566265106201
1653598883.6302867,146,11.419837951660156
1653598884.9057171,147,-2.0999999046325684
1653598888.7017548,150,2.3526084423065186
1653598897.3043056,157,3.4962990283966064
1653598899.7558796,159,7.114316463470459
1653598900.7703702,160,9.276137351989746
1653598903.2460358,162,3.356764078140259
1653598904.5544283,163,7.347208023071289
1653598905.7820385,164,8.520659446716309
1653598908.3230371,166,2.3122692108154297
1653598913.234491,170,5.229841709136963
1653598914.453693,171,7.005187034606934
1653598915.6698349,172,2.076133966445923
1653598919.3679235,175,9.948991775512695
1653598920.5861516,176,0.9841170310974121
