time,Episodes,Reward
1653068506.1495762,0,11.10863208770752
1653068510.5126467,1,5.321747303009033
1653068517.7048771,2,4.358490943908691
1653068522.7335045,3,6.781646251678467
1653068530.381231,4,3.3597679138183594
1653068535.4427857,5,6.869167327880859
1653068543.527194,6,1.741699457168579
1653068548.567073,7,1.3972437381744385
1653068556.5375445,8,6.239485263824463
1653068561.5500426,9,2.6532115936279297
1653068569.2293687,10,5.100046634674072
1653068574.4803464,11,6.088575839996338
1653068582.429646,12,1.1865575313568115
1653068588.2900417,13,1.8690639734268188
1653068596.5674417,14,0.9365061521530151
1653068602.441606,15,-0.21875092387199402
1653068611.0640101,16,5.074621200561523
1653068616.6887248,17,9.63287353515625
1653068625.3289847,18,6.720330715179443
1653068631.9872935,19,4.442723274230957
1653068637.9607298,20,9.760916709899902
1653068649.4885006,21,7.407342433929443
1653068656.7706978,22,3.2683606147766113
1653068667.49415,23,7.60675573348999
1653068673.1148155,24,5.852668285369873
1653068683.3084455,25,3.433680295944214
1653068690.21803,26,13.61195182800293
1653068698.768452,27,8.400822639465332
1653068706.1596465,28,2.0940442085266113
1653068714.52439,29,8.710330963134766
1653068720.991783,30,0.3229578137397766
1653068730.4798057,31,-1.068877100944519
1653068736.0556152,32,1.1339958906173706
1653068745.0808604,33,2.9636402130126953
1653068751.2006774,34,0.10295048356056213
1653068762.012788,35,4.235620975494385
1653068768.1199777,36,8.895588874816895
1653068777.2669044,37,4.458932399749756
1653068784.2005396,38,0.9325050115585327
1653068792.4256794,39,7.857028007507324
1653068798.5016909,40,5.067683696746826
1653068804.471614,41,1.5002758502960205
1653068813.2360911,42,7.304065227508545
1653068819.0839086,43,2.7953615188598633
1653068827.2964075,44,-0.01407923549413681
1653068832.898226,45,4.371555328369141
1653068841.0877497,46,2.5260400772094727
1653068846.7835124,47,5.07474946975708
1653068855.3945198,48,3.5854249000549316
1653068861.0282636,49,6.670835971832275
1653068869.8518126,50,0.9975120425224304
1653068875.5614953,51,3.334531784057617
1653068884.8286958,52,1.0299574136734009
1653068891.3039804,53,3.7166295051574707
1653068899.4579391,54,9.916473388671875
1653068905.1153946,55,4.60518741607666
1653068914.5687144,56,2.245400905609131
1653068920.902335,57,1.8925615549087524
1653068929.2919283,58,12.45755672454834
1653068936.5940492,59,7.153189182281494
1653068942.8515594,60,7.457673072814941
1653068951.498181,61,6.938604831695557
1653068957.060405,62,-1.5770422220230103
1653068966.391038,63,0.9914554357528687
1653068971.9724517,64,9.414660453796387
1653068980.6279519,65,4.033807277679443
1653068986.3463304,66,5.736703872680664
1653068995.1679082,67,3.432929754257202
1653069001.225457,68,9.935175895690918
1653069009.9411106,69,10.197608947753906
1653069017.1068819,70,5.869204044342041
1653069025.2471974,71,5.020355701446533
1653069031.2545223,72,4.047722339630127
1653069040.967173,73,6.781467914581299
1653069046.3844686,74,10.405776977539062
1653069054.5948837,75,9.013729095458984
1653069060.8692813,76,6.5156636238098145
1653069069.2459037,77,7.411433696746826
1653069076.53858,78,5.803531646728516
1653069085.914989,79,5.095077037811279
1653069093.6058047,80,7.443287372589111
