time,Episodes,Invalid moves
1653068506.1486354,0,0.0
1653068510.51206,1,7.666666507720947
1653068517.7041297,2,6.666666507720947
1653068522.7326496,3,7.666666507720947
1653068530.3804204,4,9.0
1653068535.4416983,5,11.666666984558105
1653068543.526349,6,10.0
1653068548.5663848,7,6.0
1653068556.536569,8,5.333333492279053
1653068561.5493104,9,12.0
1653068569.2284713,10,11.666666984558105
1653068574.4795601,11,11.333333015441895
1653068582.4288228,12,12.666666984558105
1653068588.2892601,13,17.33333396911621
1653068596.5665443,14,16.0
1653068602.4404426,15,14.666666984558105
1653068611.0631695,16,10.333333015441895
1653068616.6879187,17,8.666666984558105
1653068625.3279464,18,10.333333015441895
1653068631.9864502,19,8.666666984558105
1653068637.959879,20,12.333333015441895
1653068649.4874978,21,8.333333015441895
1653068656.769857,22,13.0
1653068667.493145,23,11.0
1653068673.1138127,24,11.333333015441895
1653068683.30741,25,12.333333015441895
1653068690.2171168,26,13.0
1653068698.7676377,27,6.0
1653068706.1587327,28,8.0
1653068714.5236006,29,6.666666507720947
1653068720.9909809,30,7.333333492279053
1653068730.4789643,31,6.666666507720947
1653068736.0546038,32,8.666666984558105
1653068745.0800483,33,14.666666984558105
1653068751.1997516,34,9.0
1653068762.0119367,35,4.333333492279053
1653068768.1187308,36,9.0
1653068777.265685,37,8.333333015441895
1653068784.1996827,38,10.0
1653068792.4247348,39,16.0
1653068798.50092,40,12.0
1653068804.470554,41,8.0
1653068813.235199,42,11.666666984558105
1653068819.0829217,43,11.666666984558105
1653068827.2953806,44,6.666666507720947
1653068832.897306,45,7.666666507720947
1653068841.0869153,46,11.666666984558105
1653068846.7826705,47,5.666666507720947
1653068855.3936462,48,9.666666984558105
1653068861.0273867,49,3.6666667461395264
1653068869.850642,50,6.333333492279053
1653068875.560658,51,11.0
1653068884.8279219,52,13.0
1653068891.3029134,53,8.0
1653068899.4568622,54,8.666666984558105
1653068905.1139934,55,12.666666984558105
1653068914.5676475,56,14.666666984558105
1653068920.9012764,57,8.666666984558105
1653068929.2910836,58,8.333333015441895
1653068936.5929396,59,9.666666984558105
1653068942.850657,60,12.333333015441895
1653068951.4972043,61,5.333333492279053
1653068957.0593674,62,10.0
1653068966.3901443,63,13.0
1653068971.9716048,64,9.666666984558105
1653068980.6270452,65,11.666666984558105
1653068986.3454602,66,17.0
1653068995.1670825,67,11.0
