Wall_time,Episodes,Reward
1653602395.6583343,0,0.4591675400733948
1653602397.4778624,1,8.943161964416504
1653602398.5581582,2,5.660095691680908
1653602400.3722706,3,0.20760811865329742
1653602401.46611,4,-1.1858261823654175
1653602403.1946208,5,-1.458968997001648
1653602404.241402,6,0.07963786274194717
1653602406.0156813,7,1.266208291053772
1653602407.106523,8,1.2808960676193237
1653602408.823636,9,1.4330251216888428
1653602410.6500745,10,3.2581045627593994
1653602411.77287,11,-1.669543743133545
1653602413.5822284,12,0.3751316964626312
1653602414.6862838,13,3.4462029933929443
1653602416.4405642,14,9.169970512390137
1653602417.5112712,15,0.32581520080566406
1653602419.285181,16,0.19130463898181915
1653602420.3307729,17,0.8595203757286072
1653602422.1232855,18,-2.700000047683716
1653602423.1999898,19,0.8533767461776733
1653602424.9380822,20,7.44326114654541
1653602426.7199805,21,2.0881569385528564
1653602427.8389468,22,-0.7176095843315125
1653602429.6125948,23,5.249215602874756
1653602430.7943249,24,2.750932455062866
1653602432.655341,25,-0.38141965866088867
1653602433.8580601,26,0.7087865471839905
1653602435.652069,27,4.904005527496338
1653602436.7413647,28,7.022075176239014
1653602438.5331922,29,6.266228675842285
1653602439.5757978,30,2.753955125808716
1653602441.3750625,31,4.159396171569824
1653602443.191232,32,-1.5589690208435059
1653602444.261913,33,-2.197049617767334
1653602446.048519,34,-1.7000000476837158
1653602447.1310592,35,4.692106246948242
1653602448.9064224,36,6.070419788360596
1653602450.0143025,37,2.9528844356536865
1653602452.0704472,38,-0.7162346839904785
1653602453.1795316,39,-2.0
1653602455.5683782,40,1.3334972858428955
1653602456.8820028,41,0.515723705291748
1653602458.9621003,42,1.3717827796936035
1653602461.1987555,43,3.004605293273926
1653602462.2736754,44,7.339848518371582
1653602464.15567,45,2.9054529666900635
1653602465.3822439,46,0.12383447587490082
1653602467.2077777,47,6.688363075256348
1653602468.310223,48,0.14408034086227417
1653602470.1128635,49,9.234872817993164
1653602471.199233,50,12.342374801635742
1653602473.006807,51,-3.4000000953674316
1653602474.107164,52,5.359646797180176
1653602476.0052328,53,-2.06066632270813
1653602477.8436036,54,-4.0
1653602478.9151692,55,0.9235256910324097
1653602480.7025416,56,4.395969867706299
1653602481.778668,57,-2.2385807037353516
1653602483.6004837,58,4.8578715324401855
1653602484.728846,59,8.680590629577637
1653602486.5523047,60,-5.099999904632568
1653602487.623382,61,1.148991346359253
1653602489.4437373,62,2.393101215362549
1653602491.2549422,63,4.7673540115356445
1653602492.3446772,64,3.7042007446289062
1653602494.1703696,65,6.154273509979248
1653602495.2976155,66,-2.0501229763031006
1653602497.1516578,67,-0.5408324599266052
1653602498.275882,68,-0.29780110716819763
1653602500.065656,69,5.734877586364746
1653602501.2337482,70,-1.8756017684936523
1653602503.118311,71,3.0648281574249268
1653602504.3125134,72,1.2954232692718506
1653602506.1186872,73,-2.799999952316284
1653602507.9587486,74,-2.299999952316284
1653602509.0473995,75,6.187770843505859
1653602510.8026717,76,-2.299999952316284
1653602511.8684335,77,6.579807758331299
1653602513.6492043,78,0.8741940855979919
1653602514.7668133,79,-0.28141966462135315
1653602516.6383016,80,5.004972457885742
1653602517.8175285,81,4.311123847961426
1653602519.6053324,82,-2.700000047683716
1653602520.6563723,83,-1.1748665571212769
1653602522.4418232,84,7.94901704788208
1653602524.2050447,85,2.005040407180786
1653602525.332841,86,1.9347232580184937
1653602527.1344588,87,0.22665280103683472
1653602528.2827365,88,-0.24012067914009094
1653602530.1026092,89,-0.6463761925697327
1653602531.259812,90,1.289727807044983
1653602533.0695815,91,-0.7088491916656494
1653602534.1327481,92,1.8385026454925537
1653602535.888248,93,1.3899986743927002
1653602536.950175,94,2.288576126098633
1653602538.8123882,95,0.44448938965797424
1653602540.624121,96,1.9423378705978394
1653602541.6761036,97,2.5075578689575195
1653602543.4687524,98,3.9300200939178467
1653602544.5598834,99,3.3641655445098877
1653602546.342842,100,3.9985439777374268
1653602547.4082637,101,4.236265659332275
1653602549.1993906,102,4.796136856079102
1653602550.323183,103,-0.3200635015964508
1653602552.1055777,104,4.194368362426758
1653602553.2047768,105,0.8962626457214355
1653602554.9669156,106,2.609004020690918
1653602556.7605922,107,2.0548722743988037
1653602557.8549647,108,8.886381149291992
1653602559.6192694,109,1.4585102796554565
1653602560.6751518,110,4.548666954040527
1653602562.4091423,111,8.454911231994629
1653602563.4427958,112,2.118509531021118
1653602565.2062862,113,6.333373069763184
1653602566.2721605,114,5.942934513092041
1653602568.0866833,115,0.7807089686393738
1653602569.1845756,116,12.164970397949219
1653602571.0612454,117,7.0132927894592285
1653602572.9747858,118,-3.200000047683716
1653602574.1013238,119,-0.34557390213012695
1653602575.9631338,120,1.5818958282470703
1653602577.0140712,121,4.619551181793213
1653602578.7405689,122,1.5381680727005005
1653602579.8378577,123,5.132830619812012
1653602581.6726158,124,0.10465162247419357
1653602582.7223089,125,3.1406431198120117
1653602584.6209214,126,-1.073174238204956
1653602586.3392406,127,2.2015442848205566
1653602587.3326745,128,4.6905670166015625
1653602589.10007,129,-1.5990281105041504
1653602590.1140995,130,1.631466031074524
1653602591.8929307,131,1.297402024269104
1653602592.9602492,132,0.9541271328926086
1653602594.8098893,133,3.9336633682250977
1653602595.8944244,134,2.678454875946045
1653602597.6236343,135,-0.09523455798625946
1653602598.7313426,136,2.039220094680786
1653602600.5480237,137,1.5809540748596191
1653602602.4611561,138,0.333315372467041
1653602603.6859386,139,2.617143154144287
1653602605.5332696,140,-0.26954373717308044
1653602606.6475706,141,4.227619647979736
1653602608.4062545,142,1.8047629594802856
1653602609.4820707,143,3.561541795730591
1653602611.3391593,144,2.9134392738342285
1653602612.4516106,145,5.415831089019775
1653602614.3427842,146,2.214409112930298
1653602615.5431416,147,4.036388874053955
1653602617.3406694,148,3.2288870811462402
1653602619.2545302,149,6.818188190460205
1653602620.3618803,150,2.74686336517334
1653602622.3163123,151,-0.47457870841026306
1653602623.647243,152,0.5014193654060364
1653602625.5706635,153,-1.600000023841858
1653602626.6338227,154,6.3751301765441895
1653602628.3928556,155,1.1426913738250732
1653602629.5052726,156,1.8014318943023682
1653602631.4216788,157,-2.700000047683716
1653602632.6095104,158,-1.7000000476837158
1653602634.5614088,159,2.344857692718506
1653602636.5277903,160,1.709373950958252
1653602637.7013476,161,-2.4000000953674316
1653602639.9610124,162,4.640241622924805
1653602641.3243666,163,3.160271644592285
1653602643.1487262,164,4.597381591796875
1653602644.213412,165,3.7359418869018555
1653602646.0464406,166,-1.3881018161773682
1653602647.1830156,167,5.474621295928955
1653602648.9095197,168,-0.49534836411476135
1653602650.0211685,169,-1.7999999523162842
1653602651.8587706,170,8.328495979309082
1653602653.6554596,171,0.2617407739162445
1653602654.7909474,172,5.536897659301758
1653602656.6317184,173,2.4290173053741455
1653602657.6907096,174,1.677377462387085
1653602659.477828,175,-1.9971816539764404
1653602660.6810358,176,-3.0
1653602662.5701702,177,-1.8188862800598145
1653602663.7235315,178,2.526287078857422
1653602665.5540493,179,2.101545810699463
1653602666.6504486,180,0.7857650518417358
1653602668.469565,181,-1.6589689254760742
1653602670.3493707,182,4.7561845779418945
1653602671.4629345,183,-0.10812339186668396
1653602673.3026025,184,-0.769403874874115
1653602674.364355,185,-0.007020906079560518
1653602676.193798,186,0.7119547128677368
1653602677.2524137,187,1.8338432312011719
1653602679.0330896,188,2.332029104232788
1653602680.122707,189,1.2836887836456299
1653602681.9060392,190,2.2402968406677246
1653602683.7033923,191,3.574626922607422
1653602684.7076044,192,10.314481735229492
1653602686.5193229,193,2.2558531761169434
1653602687.5744064,194,8.079983711242676
1653602689.3810325,195,-4.199999809265137
1653602690.4564571,196,2.2365450859069824
