time,Episodes,Reward
1653780212.3459477,4,7.261030197143555
1653780222.1622057,18,5.365318298339844
1653780237.0785394,40,5.840763092041016
1653780242.1775749,47,6.006917953491211
1653780252.5999475,62,6.088065147399902
1653780252.9242082,63,6.055586814880371
1653780258.4430435,71,6.141478538513184
1653780263.752917,77,5.9786272048950195
1653780267.2225199,82,6.03540563583374
1653780271.5708244,89,6.06798791885376
1653780282.2535725,103,6.061132431030273
1653780284.3114479,107,6.08319616317749
1653780293.8309307,121,6.452570915222168
1653780297.6133447,128,6.3056745529174805
1653780299.1309004,130,6.2864909172058105
1653780317.1595936,157,6.0816545486450195
1653780319.162806,160,6.009772300720215
1653780320.6698382,162,5.9964518547058105
1653780321.2457454,164,5.991559982299805
1653780326.337879,172,5.874148845672607
1653780340.1420982,191,6.021394729614258
1653780347.2395287,203,5.800073146820068
1653780348.784101,205,5.806554317474365
1653780364.6633825,229,6.187060832977295
1653780375.3399594,244,6.325882911682129
1653780376.6176674,245,6.386054992675781
1653780385.538827,259,6.405625343322754
1653780394.0299935,271,6.458808422088623
1653780396.226359,274,6.529595851898193
1653780401.668197,282,6.3294830322265625
1653780403.5738287,285,6.370360374450684
1653780410.4885867,295,6.556300640106201
1653780424.0137517,316,6.52243185043335
1653780425.792401,319,6.405885696411133
1653780427.6154742,322,6.382529258728027
1653780444.2284245,346,6.280317306518555
1653780451.5423276,358,6.3564839363098145
1653780456.5715847,364,6.539823532104492
1653780457.2078004,366,6.604517936706543
1653780466.0694172,378,6.562070369720459
1653780471.8948157,386,6.59267520904541
1653780475.3633583,390,6.753210544586182
1653780483.1345553,402,6.789002418518066
1653780491.6760635,415,6.641885280609131
1653780496.5437744,422,6.547483921051025
1653780505.5113833,436,6.64705753326416
1653780506.703622,437,6.680807113647461
1653780508.3083024,439,6.688398361206055
1653780512.54816,446,6.492961883544922
1653780523.0842338,461,6.395904541015625
1653780526.0815516,465,6.20600700378418
1653780532.7687624,475,6.1445512771606445
1653780536.088257,480,6.277247428894043
1653780536.3763072,481,6.278743267059326
1653780540.0470386,487,6.2881340980529785
1653780555.0275786,510,6.502558708190918
1653780556.4915652,512,6.45047664642334
1653780556.7850358,513,6.425909519195557
1653780559.8526454,517,6.569403648376465
1653780570.3911386,533,6.674217700958252
1653780573.8315723,538,6.613193035125732
1653780575.4297955,540,6.573424339294434
1653780582.786502,552,6.828614711761475
1653780585.8688745,556,6.940282821655273
1653780589.5035145,562,7.0395002365112305
1653780608.210508,590,7.71663761138916
1653780611.2519455,594,7.719761371612549
1653780611.8814588,596,7.629502296447754
1653780635.4213471,628,7.717043399810791
1653780635.7614129,629,7.724003791809082
1653780641.6003277,637,7.798068046569824
1653780646.1429708,643,7.744853973388672
1653780646.4345467,644,7.771427154541016
1653780655.653536,658,7.554275989532471
1653780662.2075968,667,7.430355548858643
1653780667.531392,675,7.282693862915039
1653780681.081237,694,6.755802154541016
1653780700.804319,721,6.8751606941223145
1653780703.4445555,725,7.017068386077881
1653780716.6833963,744,7.090100288391113
1653780729.7286317,764,6.893241882324219
1653780738.1652358,775,6.880786895751953
1653780738.4959507,776,6.840875148773193
1653780742.9085927,782,6.969820976257324
1653780747.667487,788,6.980085849761963
1653780759.0715654,804,7.118882179260254
1653780759.383906,805,7.107022285461426
1653780760.9433024,807,7.140593528747559
1653780769.7807667,819,7.037745475769043
1653780778.925409,832,7.083194255828857
1653780796.6710846,857,7.296379566192627
1653780803.3685322,866,7.195376396179199
1653780807.1037529,871,7.213400363922119
1653780817.7779846,886,7.575603485107422
1653780825.6639204,897,7.75723934173584
1653780828.3284254,901,7.566765308380127
1653780849.4043438,930,7.242304801940918
1653780857.0678873,942,7.504406929016113
1653780862.1043043,949,7.683569431304932
1653780897.8606882,999,7.864617824554443
1653780899.695909,1002,8.065434455871582
1653780901.2241516,1004,8.100724220275879
1653780908.3881037,1015,8.09101390838623
1653780913.2786975,1022,8.111126899719238
1653780916.3338082,1026,8.080331802368164
1653780916.9606197,1028,8.06530475616455
1653780923.5378053,1037,7.958925247192383
1653780935.906147,1056,8.067229270935059
1653780945.8149493,1070,7.827063083648682
1653780946.1352944,1071,7.7829742431640625
1653780947.738137,1073,7.821044445037842
1653780949.9934154,1077,7.729377746582031
1653780956.4168692,1086,7.493562698364258
1653780964.7346048,1098,7.653335094451904
1653780966.8688118,1102,7.544242858886719
1653780968.4394293,1104,7.528204917907715
1653780971.8291783,1109,7.527166843414307
1653780973.3715358,1111,7.52111291885376
1653780979.248383,1121,7.709566116333008
1653780982.301746,1125,7.624478340148926
1653780987.257171,1132,7.863173961639404
1653780987.8833082,1134,7.856603145599365
1653780996.2080343,1146,7.56895112991333
1653780999.6199417,1151,7.641481876373291
1653780999.9579885,1152,7.642675876617432
1653781008.2314594,1164,7.724027156829834
1653781015.1060483,1174,7.812763214111328
1653781016.616251,1176,7.843481540679932
1653781021.8981235,1184,8.111509323120117
1653781027.4638135,1193,7.975039482116699
1653781028.7284446,1194,7.9146294593811035
1653781044.5451987,1218,8.202993392944336
1653781049.4676383,1225,8.149909019470215
1653781063.4983468,1246,8.232132911682129
1653781066.878967,1251,8.212103843688965
1653781067.1945484,1252,8.183282852172852
1653781068.7308538,1254,8.148751258850098
1653781070.5842962,1257,8.176473617553711
1653781073.6746042,1261,8.184107780456543
1653781077.3812325,1267,8.33657455444336
1653781079.531403,1271,8.434881210327148
1653781082.9252808,1276,8.204526901245117
1653781097.932672,1298,8.335930824279785
1653781103.1903937,1306,8.335907936096191
1653781113.7704167,1322,8.131987571716309
1653781115.5882869,1325,8.228974342346191
1653781129.209229,1345,8.3530855178833
1653781139.4613013,1360,8.074090003967285
1653781141.7120998,1364,8.012411117553711
1653781149.7873666,1375,7.864905834197998
1653781150.0938208,1376,7.836047172546387
1653781177.9831302,1417,7.400355815887451
1653781191.9988847,1438,6.96245813369751
1653781192.307786,1439,6.934023857116699
1653781204.3675106,1457,7.147324562072754
1653781205.6030567,1458,7.150579452514648
1653781216.1759415,1474,7.304211616516113
1653781217.7120008,1476,7.407242298126221
1653781226.6827009,1490,7.210150718688965
1653781229.766374,1494,7.104491233825684
1653781235.0144901,1502,7.200697898864746
1653781240.3159256,1510,7.161835670471191
1653781242.1709251,1513,7.183060646057129
1653781244.0478318,1516,7.234562873840332
1653781252.3815436,1528,7.271507263183594
1653781265.9511871,1548,7.2395853996276855
1653781267.7994955,1551,7.318941116333008
1653781276.8242974,1565,7.227813243865967
1653781278.7070673,1568,7.157870769500732
1653781282.0733721,1573,7.146184921264648
1653781283.9069126,1576,7.122267246246338
1653781290.4381275,1585,7.095377445220947
1653781297.5297852,1596,7.3679304122924805
1653781300.9299557,1601,7.502205848693848
1653781302.4670208,1603,7.478418827056885
1653781318.3720338,1627,7.699142932891846
1653781323.674357,1635,7.811337947845459
1653781325.2102883,1637,7.924864292144775
1653781347.6420782,1670,8.336851119995117
1653781353.2510893,1679,8.416722297668457
1653781357.8572037,1685,8.344271659851074
1653781363.5812511,1694,8.42340087890625
1653781368.888009,1702,8.23009204864502
1653781370.4180684,1704,8.154184341430664
1653781372.2737424,1707,8.2471923828125
1653781375.3715286,1711,8.1771240234375
1653781379.4283934,1718,8.33017349243164
1653781398.113039,1745,8.620598793029785
1653781417.6725833,1775,8.43255615234375
1653781419.2360716,1777,8.50059700012207
1653781427.625495,1789,8.662097930908203
1653781429.4627357,1792,8.652970314025879
1653781434.7127612,1800,8.84518814086914
1653781466.2467182,1847,9.05329418182373
1653781469.3303523,1851,9.165861129760742
1653781474.999459,1860,9.26406478881836
1653781478.5941758,1865,9.246077537536621
1653781480.1374347,1867,9.316115379333496
1653781494.1356015,1888,9.27358341217041
1653781501.3214846,1899,9.186562538146973
1653781503.192076,1902,9.254738807678223
1653781507.8045533,1908,9.149805068969727
1653781508.1195786,1909,9.145380020141602
1653781518.3767698,1924,9.183136940002441
1653781526.7381957,1936,9.304621696472168
1653781528.9547224,1940,9.352015495300293
1653781532.3573284,1945,9.506367683410645
1653781533.8964746,1947,9.547008514404297
1653781542.6004791,1960,9.662819862365723
1653781542.9284275,1961,9.740241050720215
1653781546.3122797,1966,9.643038749694824
1653781553.4661117,1977,9.66431713104248
1653781555.0142121,1979,9.669387817382812
1653781560.2865963,1987,9.819198608398438
1653781616.1996667,2070,10.358966827392578
1653781622.8366117,2079,10.439764976501465
1653781629.781989,2089,10.272259712219238
1653781636.9598262,2100,10.184929847717285
1653781646.108837,2114,10.337224006652832
1653781647.3323574,2115,10.380754470825195
1653781649.5197954,2119,10.341411590576172
1653781650.7415287,2120,10.412663459777832
1653781654.7926443,2127,10.458117485046387
1653781663.3807564,2139,10.513489723205566
1653781684.149905,2169,10.80447769165039
1653781700.5525706,2194,11.078933715820312
1653781710.9169397,2209,11.139914512634277
1653781714.6998534,2215,11.093338966369629
1653781731.5729094,2239,11.004871368408203
1653781735.0174966,2244,11.048626899719238
1653781759.742066,2281,10.851943016052246
1653781783.5331242,2316,11.007279396057129
1653781785.3783593,2319,11.183587074279785
1653781800.7224417,2342,11.285740852355957
1653781811.7268784,2359,11.246869087219238
1653781832.063214,2389,10.731720924377441
1653781834.201892,2393,10.568798065185547
1653781835.4492278,2394,10.547344207763672
1653781863.4787667,2436,9.96673583984375
1653781866.836056,2441,10.08541488647461
1653781875.5429392,2454,10.081067085266113
1653781880.7758243,2462,10.291862487792969
1653781882.6589592,2465,10.382015228271484
1653781896.1746848,2485,10.944955825805664
1653781901.3970299,2493,11.10305404663086
1653781904.809877,2498,11.266932487487793
1653781908.2051852,2503,11.269598960876465
1653781917.1819313,2517,11.354894638061523
1653781918.768935,2519,11.401487350463867
1653781925.3994033,2528,11.54743766784668
1653781926.0401933,2530,11.617908477783203
1653781950.1657493,2566,11.549890518188477
1653781957.194899,2577,11.543298721313477
1653781958.465341,2578,11.555730819702148
1653781965.2975552,2588,11.428071022033691
1653781972.4526954,2599,11.414352416992188
1653781977.4094448,2606,11.372394561767578
1653781986.213673,2619,11.342741966247559
1653781991.5049136,2627,11.414588928222656
1653781991.8232706,2628,11.437555313110352
1653781996.7890403,2635,11.403733253479004
1653781999.0063136,2639,11.470909118652344
1653782002.0686436,2643,11.441071510314941
1653782014.3876905,2662,11.427812576293945
1653782019.682305,2670,11.421126365661621
1653782020.9361758,2671,11.411303520202637
1653782022.7997453,2674,11.429579734802246
1653782027.792901,2681,11.596704483032227
1653782029.7244246,2684,11.706981658935547
1653782031.3042824,2686,11.794855117797852
1653782033.253367,2689,11.721465110778809
1653782035.4166522,2693,11.754107475280762
1653782041.934716,2702,11.710186958312988
1653782045.6987896,2708,11.765729904174805
1653782049.1588924,2713,11.749530792236328
1653782052.266049,2717,11.870006561279297
1653782059.7218757,2729,11.760205268859863
1653782060.9509716,2730,11.757330894470215
1653782063.2177272,2734,11.713860511779785
1653782066.6068218,2739,11.702345848083496
1653782066.941924,2740,11.69607925415039
1653782076.5959857,2753,11.471405982971191
1653782076.914113,2754,11.518567085266113
1653782077.2433472,2755,11.484825134277344
1653782080.678023,2760,11.434673309326172
1653782084.068381,2765,11.430587768554688
1653782085.8992453,2768,11.498454093933105
1653782092.7974987,2778,11.214951515197754
1653782097.740405,2785,10.933276176452637
1653782115.5216396,2812,10.601556777954102
1653782130.752147,2834,10.36024284362793
1653782137.5927649,2844,10.400470733642578
1653782148.4488053,2861,10.332752227783203
1653782149.7376344,2862,10.288674354553223
1653782162.233112,2881,10.661617279052734
1653782186.8914194,2918,11.396066665649414
1653782188.7724578,2921,11.455037117004395
1653782198.4498186,2934,11.357731819152832
1653782209.698356,2952,11.461942672729492
1653782212.4815447,2955,11.536014556884766
1653782216.5848007,2962,11.6495361328125
1653782219.379054,2965,11.724108695983887
1653782224.714957,2973,11.72473430633545
1653782233.4950595,2986,11.377816200256348
1653782239.5066373,2996,11.391427993774414
1653782255.2718418,3019,11.085641860961914
1653782265.6362512,3034,11.317238807678223
1653782274.4124203,3047,11.371665954589844
1653782298.8324642,3083,11.51834774017334
1653782300.0580864,3084,11.483966827392578
1653782312.6072373,3103,11.506494522094727
1653782312.9257877,3104,11.570643424987793
1653782314.196577,3105,11.582340240478516
1653782321.1300852,3115,11.78862190246582
1653782323.3502147,3119,11.811620712280273
1653782323.6702573,3120,11.80965805053711
1653782324.926558,3121,11.781906127929688
1653782328.3649306,3126,11.704233169555664
1653782329.9382014,3128,11.760029792785645
1653782340.9667368,3145,11.842207908630371
1653782360.2530892,3173,11.830513954162598
1653782363.709408,3178,11.893373489379883
1653782372.9579968,3192,12.027023315429688
1653782378.0526645,3199,12.050174713134766
1653782381.5516658,3204,12.047870635986328
1653782390.4417439,3217,12.102287292480469
1653782392.3196547,3220,12.21088695526123
1653782393.867153,3222,12.186538696289062
1653782398.921854,3229,12.312848091125488
1653782406.4978695,3241,12.411425590515137
1653782423.4548702,3265,12.263608932495117
1653782425.3150012,3268,12.283007621765137
1653782450.5163083,3306,12.427349090576172
1653782474.2220554,3340,11.960593223571777
1653782485.1133213,3356,12.148636817932129
1653782497.434873,3374,12.122157096862793
1653782500.9269955,3379,12.157970428466797
1653782504.3624463,3384,12.124948501586914
1653782504.672465,3385,12.185065269470215
1653782510.1673462,3393,12.296929359436035
1653782517.4483125,3404,12.601648330688477
1653782527.4400458,3418,12.7135591506958
1653782532.8400235,3426,12.91397476196289
1653782538.1890364,3434,12.954655647277832
1653782541.7176468,3439,12.939947128295898
1653782556.2730951,3461,12.747852325439453
1653782561.3080127,3468,12.683270454406738
1653782571.6973295,3483,12.737563133239746
1653782572.0203044,3484,12.76564884185791
1653782573.2581732,3485,12.72370719909668
1653782577.0227585,3491,12.670646667480469
1653782578.619759,3493,12.593213081359863
1653782582.71351,3500,12.444185256958008
1653782600.4281244,3526,12.452845573425293
1653782612.7789152,3544,12.278579711914062
1653782617.5086794,3550,12.255563735961914
1653782628.1849303,3566,12.55107593536377
1653782630.0947073,3569,12.617607116699219
1653782635.1463697,3576,12.585487365722656
1653782642.7318528,3588,12.511767387390137
1653782651.2626858,3600,12.539022445678711
1653782660.2149813,3613,12.379009246826172
1653782660.5329368,3614,12.320934295654297
1653782662.0770295,3616,12.270060539245605
1653782672.202726,3630,12.168364524841309
1653782688.277388,3654,12.110627174377441
1653782690.1693525,3657,12.02372932434082
1653782691.7199624,3659,11.998050689697266
1653782693.280711,3661,11.988226890563965
1653782695.1891139,3664,11.876510620117188
1653782697.375599,3668,11.82812786102295
1653782700.2584536,3671,11.844603538513184
1653782713.0310209,3690,11.833813667297363
1653782720.0675743,3700,11.808423042297363
1653782727.6664944,3712,12.11136531829834
1653782731.1090016,3717,12.103188514709473
1653782750.4881926,3745,12.085193634033203
1653782751.730618,3746,12.11138916015625
1653782752.4065745,3748,12.109196662902832
1653782755.860838,3753,12.040762901306152
1653782757.0981016,3754,12.050907135009766
1653782761.2339635,3761,12.120617866516113
1653782762.841786,3763,12.104222297668457
1653782775.6001942,3782,12.218297004699707
1653782776.8596494,3783,12.220455169677734
1653782779.0477195,3787,12.209220886230469
1653782781.846176,3790,12.231727600097656
1653782796.6478808,3813,12.127443313598633
1653782804.1770263,3823,12.22764778137207
1653782821.5861163,3848,12.079895973205566
1653782823.1849942,3850,12.016158103942871
1653782830.2442548,3860,12.004864692687988
1653782835.9365194,3869,11.89444351196289
1653782858.757518,3902,12.130325317382812
1653782864.5125601,3911,12.231132507324219
1653782867.640167,3915,12.25403881072998
1653782871.4771562,3921,12.239948272705078
1653782880.0589106,3933,12.432839393615723
1653782881.9395072,3936,12.445484161376953
1653782893.9928637,3953,12.799344062805176
1653782896.2200406,3957,12.812243461608887
1653782902.8555222,3966,13.06331729888916
1653782908.5628572,3975,12.957432746887207
1653782912.366233,3981,12.746843338012695
1653782933.7827547,4012,12.765230178833008
1653782935.3591526,4014,12.722887992858887
1653782942.0233717,4023,12.726978302001953
1653782949.3722882,4034,12.826093673706055
1653782953.1989877,4040,12.930610656738281
1653782958.3767626,4047,12.978663444519043
1653782983.6940286,4084,13.438379287719727
1653783001.0907676,4109,13.632404327392578
1653783004.9828117,4115,13.635215759277344
1653783009.7361467,4121,13.664944648742676
1653783011.6773436,4124,13.529863357543945
1653783026.3431058,4146,13.547128677368164
1653783033.3679905,4156,13.31688117980957
1653783050.777965,4181,13.109596252441406
1653783058.0448947,4192,13.109495162963867
1653783068.4613657,4207,13.188179969787598
1653783077.60076,4221,13.073914527893066
1653783082.3124354,4227,13.224493980407715
1653783094.9229095,4246,13.120701789855957
1653783096.7842941,4249,13.089851379394531
