Wall_time,Episodes,Reward
1653603652.781397,4,10.754018783569336
1653603667.5918243,14,6.057587623596191
1653603668.6517951,15,5.481317520141602
1653603673.222619,18,4.247374534606934
1653603674.3145835,19,5.666609764099121
1653603678.8787255,22,1.7669204473495483
1653603684.6129675,26,0.8058644533157349
1653603686.3855493,27,-1.82182776927948
1653603705.295056,40,6.71714973449707
1653603715.6305168,47,6.332530498504639
1653603716.7243721,48,1.1746541261672974
1653603718.5031862,49,6.508995532989502
1653603727.5798237,54,2.538290500640869
1653603739.7682042,62,6.075550079345703
1653603741.5549908,63,2.489518880844116
1653603746.2385209,66,4.780326843261719
1653603748.254045,67,3.145995855331421
1653603752.7511292,70,-2.700000047683716
1653603754.6462336,71,7.88629674911499
1653603763.7288277,77,3.5278749465942383
1653603771.4676347,82,-0.9190000891685486
1653603782.224368,89,4.2682108879089355
1653603796.2106888,99,7.538905620574951
1653603801.8935866,103,-0.5633600950241089
1653603808.2066998,107,5.577096939086914
1653603828.7428489,121,7.649891376495361
1653603834.588594,125,7.502036094665527
1653603836.3230166,126,2.776489019393921
1653603839.1217172,128,5.7278032302856445
1653603842.0333247,130,6.621421813964844
1653603850.8117993,136,2.701632261276245
1653603862.8493197,144,3.5354480743408203
1653603865.685796,146,1.2239197492599487
1653603866.792392,147,-0.5258331894874573
1653603871.367222,150,14.224967002868652
1653603881.6212192,157,0.6859397292137146
1653603886.1601205,160,3.659259080886841
1653603889.0963469,162,1.2805691957473755
1653603891.8984613,164,1.6767817735671997
1653603902.4710853,171,11.535209655761719
1653603903.5413797,172,6.858753681182861
1653603911.6177495,177,7.064436435699463
1653603922.3070543,184,7.0503997802734375
1653603923.3587794,185,0.8790385723114014
1653603925.0973148,186,7.073277950286865
1653603932.6555996,191,2.3205678462982178
1653603933.7072098,192,-3.700000047683716
1653603949.824648,203,6.941429138183594
1653603952.7770398,205,0.5950068831443787
1653603961.3924632,211,1.3784027099609375
1653603964.9485006,213,-0.38766446709632874
1653603967.872287,215,3.6684885025024414
1653603981.6782787,224,-0.24177929759025574
1653603988.711522,229,-0.6665932536125183
1653604011.5505698,244,4.616195201873779
1653604013.4122236,245,2.992981433868408
1653604033.0252717,258,8.963319778442383
1653604034.8661094,259,11.426770210266113
1653604035.9618628,260,4.231266498565674
1653604052.0177195,271,6.827885150909424
1653604056.6054435,274,-1.3119748830795288
1653604062.3248184,278,-1.5497934818267822
1653604067.991742,282,14.71495532989502
1653604072.6179855,285,1.8619682788848877
1653604077.294152,288,5.031253814697266
1653604080.1257136,290,8.35232925415039
1653604086.9664075,295,5.113658428192139
1653604089.8248715,297,7.4377827644348145
1653604091.616889,298,5.990373611450195
1653604105.8305938,308,10.933616638183594
1653604112.2277863,312,5.677458763122559
1653604117.9430485,316,2.903585433959961
1653604120.7851748,318,8.530407905578613
1653604122.517262,319,7.183481216430664
1653604126.4185581,322,5.790087699890137
1653604148.2153006,337,6.337329864501953
1653604160.381494,345,3.264734983444214
1653604161.4674227,346,6.4890666007995605
1653604173.6143,354,8.293194770812988
1653604179.955653,358,2.677377462387085
1653604188.8273592,364,14.259354591369629
1653604190.6015701,365,14.264890670776367
1653604191.6799412,366,5.451578140258789
1653604209.513968,378,7.402036190032959
1653604220.956593,386,9.255759239196777
1653604226.7354388,390,-0.03858065977692604
1653604229.5962236,392,10.178600311279297
1653604237.1034622,397,9.125152587890625
1653604244.5644007,402,2.452381134033203
1653604247.4285681,404,8.57753849029541
1653604263.5076194,415,6.783342361450195
1653604273.1828856,421,9.646583557128906
1653604274.9121027,422,7.877445220947266
1653604295.4680018,436,10.233078956604004
1653604297.2320395,437,2.4968624114990234
1653604300.1323583,439,2.9337832927703857
1653604305.9862616,443,9.583609580993652
1653604307.7816498,444,6.771605968475342
1653604310.6500447,446,6.369719982147217
1653604319.2734447,452,7.537445545196533
1653604325.0985677,456,8.3952054977417
1653604333.6669374,461,-0.5154796242713928
1653604339.9985073,465,4.456630229949951
1653604345.0976927,468,8.212072372436523
1653604348.1946378,470,-0.3408324718475342
1653604353.9992049,474,4.762874126434326
1653604355.8674881,475,5.34281587600708
1653604363.8527288,480,6.3424153327941895
1653604364.986855,481,5.650593280792236
1653604374.2831342,487,11.104574203491211
1653604377.2595096,489,5.094149112701416
1653604384.8709664,494,7.911064624786377
1653604408.8285322,510,9.21336841583252
1653604410.6227407,511,1.443084716796875
1653604411.6753044,512,3.7076027393341064
1653604413.493693,513,8.326150894165039
1653604414.5515707,514,15.831357955932617
1653604419.2998385,517,15.209529876708984
1653604420.3998487,518,13.339688301086426
1653604422.2477453,519,10.000617980957031
1653604443.5474746,533,10.1160888671875
1653604444.6444628,534,4.092453479766846
1653604447.4752283,536,13.560945510864258
1653604449.2754083,537,7.129393577575684
1653604450.381657,538,5.4368977546691895
1653604453.2404366,540,6.098512172698975
1653604459.7532194,544,8.567008972167969
1653604462.6612873,546,0.919193685054779
1653604468.447383,550,8.503896713256836
1653604471.32834,552,5.557760715484619
1653604477.046481,556,4.612358093261719
1653604485.7335958,562,4.73915433883667
1653604488.658844,564,11.747697830200195
1653604495.0704455,568,7.46523380279541
1653604501.964738,573,13.641884803771973
1653604518.1337173,584,9.500484466552734
1653604519.975745,585,9.030481338500977
1653604524.6414483,588,8.245250701904297
1653604527.55623,590,7.118427276611328
1653604528.6802814,591,3.3962597846984863
1653604533.4157858,594,10.62066650390625
1653604536.321156,596,12.232747077941895
1653604554.6635935,608,6.5884108543396
1653604561.6508698,613,9.234973907470703
1653604563.4369438,614,10.883783340454102
1653604575.0318418,622,14.936563491821289
1653604576.8615167,623,12.276178359985352
1653604584.0037584,628,10.421005249023438
1653604585.7821565,629,13.789642333984375
1653604591.667045,633,9.162765502929688
1653604597.5008464,637,15.522265434265137
1653604607.462715,643,12.270451545715332
1653604608.5709922,644,13.323506355285645
1653604616.3420873,649,4.925786972045898
1653604619.3407686,651,9.299097061157227
1653604629.9693725,658,11.58983039855957
1653604632.9611986,660,8.871041297912598
1653604643.6456504,667,6.643233776092529
1653604647.739284,670,9.964159965515137
1653604655.51351,675,11.71419620513916
1653604657.3316019,676,4.1024370193481445
1653604663.2852132,680,5.218635559082031
1653604669.1826205,684,5.050427436828613
1653604681.0833647,692,5.144704818725586
1653604684.7728503,694,7.273333549499512
1653604708.603724,710,11.336457252502441
1653604725.492553,721,12.439183235168457
1653604728.5242589,723,6.150882720947266
1653604732.2358396,725,8.258394241333008
1653604733.3803241,726,11.116266250610352
1653604736.366559,728,9.9400634765625
1653604738.2530944,729,10.700143814086914
1653604741.2213516,731,14.318547248840332
1653604742.391538,732,9.634754180908203
1653604744.224958,733,8.228802680969238
1653604752.0808222,738,16.241971969604492
1653604761.1483045,744,10.619640350341797
1653604791.9444394,764,12.374401092529297
1653604793.0934076,765,-0.12262248247861862
1653604803.9618535,772,3.561441659927368
1653604808.8492055,775,5.933984279632568
1653604810.002471,776,6.687218189239502
1653604813.7930431,778,3.528934955596924
1653604816.9246738,780,13.123248100280762
1653604819.9484577,782,6.659130096435547
1653604829.0456996,788,14.749564170837402
1653604853.9950874,804,5.2288055419921875
1653604855.1277344,805,6.6171040534973145
1653604858.1285675,807,7.2162556648254395
1653604863.0289538,810,2.8533995151519775
1653604876.405928,818,4.3214216232299805
1653604878.2990954,819,2.4093964099884033
1653604892.566039,828,10.643330574035645
1653604898.5763268,832,14.608065605163574
1653604903.5670815,835,12.43822956085205
1653604904.7842462,836,7.322742938995361
1653604910.9783053,840,7.16228723526001
1653604915.9072232,843,11.069405555725098
1653604918.9694104,845,11.7959566116333
1653604929.179016,851,14.039148330688477
1653604939.3774574,857,7.002853870391846
1653604943.6616771,860,9.560839653015137
1653604946.7555063,862,5.349160194396973
1653604953.6531155,866,7.916228771209717
1653604960.961302,871,10.083539962768555
1653604981.397584,884,7.375060081481934
1653604985.27439,886,11.824662208557129
1653604994.5052207,892,7.999540328979492
1653604999.5121422,895,10.18094253540039
1653605002.551056,897,12.864753723144531
1653605008.7505794,901,8.889781951904297
1653605009.8997982,902,3.9667327404022217
1653605019.8985083,908,6.456663131713867
1653605035.6497915,918,11.476944923400879
1653605051.8749206,928,11.932234764099121
1653605055.0438297,930,4.7144341468811035
1653605058.1025307,932,9.010815620422363
1653605073.5517893,942,4.0773773193359375
1653605084.7156422,949,9.185574531555176
1653605089.6582665,952,4.277377605438232
1653605093.8960824,955,7.8214216232299805
1653605107.044877,963,2.484520435333252
1653605131.8721256,979,4.972184658050537
1653605136.991383,982,8.125786781311035
1653605143.1882925,986,-0.6000000238418579
1653605153.3097916,992,6.573681831359863
1653605156.564849,994,6.783807277679443
1653605163.9426506,999,9.021421432495117
1653605169.0318856,1002,4.382106304168701
1653605171.0040073,1003,2.4854657649993896
1653605172.1980321,1004,9.9379243850708
1653605186.8091862,1013,4.028934955596924
1653605189.9569478,1015,9.805072784423828
1653605201.25384,1022,7.440401077270508
1653605207.5060723,1026,1.177377462387085
1653605210.5893824,1028,4.4219183921813965
1653605223.9450624,1036,2.877377510070801
1653605225.0778995,1037,8.721882820129395
1653605239.3312721,1046,8.493341445922852
1653605255.7135947,1056,7.942940711975098
